PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
6130,0.365041,-0.032805,0.234202,1.241599,0.89762,-0.744675,-0.972527,1.017405,2.078134,0.782127,I
6131,-0.277055,-0.251983,-3.203415,1.957926,0.261718,1.244815,0.672531,2.183023,2.224123,1.05938,X
6132,-0.042882,0.56766,-0.012295,-0.227016,0.255203,-0.678692,0.412105,-0.553988,-0.726786,-0.428051,A
6133,0.050187,0.005939,0.073642,0.625558,0.236781,-0.169043,-0.029042,0.737775,0.58427,-0.044177,H
6134,0.183393,-0.274763,0.090464,0.791164,0.261718,-0.756697,0.530231,1.036505,0.016697,-0.504141,A
6135,0.230049,0.513885,0.111839,-0.709652,0.261718,-1.111114,0.664308,-0.278988,0.094784,-1.064237,A
6136,-0.353732,0.261537,-0.028952,0.719296,0.233127,0.249164,-0.025388,1.037665,0.600516,0.29712,G
6137,-0.006481,0.305547,0.123731,1.672113,0.069144,2.612765,-0.499722,-1.006998,-1.429182,2.051474,W
6138,0.299503,0.310695,0.342368,0.629677,0.15011,0.445552,0.285665,0.560038,0.180762,0.371371,F
6139,0.251241,-0.226697,0.06154,0.093859,0.262303,0.30236,0.665853,0.00745,0.026621,-0.087337,F
6140,0.290289,-0.065297,0.158149,-1.807045,0.183637,0.276951,2.528833,-1.586076,-0.328786,0.032165,X
6141,-0.180892,-0.133873,0.260444,-0.191992,0.250326,-0.775129,0.301771,0.812632,0.687055,-0.400433,E
6142,0.385419,2.645232,0.066691,-1.442837,0.020537,-0.480405,0.593966,-0.096285,0.422106,-0.469192,G
6143,0.815413,-0.226438,0.052025,0.711121,0.870256,-0.401214,-1.48046,0.433352,1.274701,0.183696,I
6144,0.084369,0.017544,0.109143,0.250039,0.186189,0.129478,-2.823151,-0.631218,-1.172945,-1.538015,A
6145,0.19167,0.044687,0.109593,0.631256,0.175619,0.019439,0.108164,0.702168,-0.094099,0.075516,A
6146,0.075521,0.241754,0.229999,-0.206962,0.231246,0.577221,0.222423,1.01886,0.309324,0.121453,A
6147,-0.205019,-0.006931,-3.190117,-0.513899,0.079366,0.496788,0.232319,0.728431,0.787774,-0.204712,D
6148,0.358814,-0.095839,0.165285,0.060223,0.261718,-0.595784,0.745082,-0.370284,-0.553432,-0.599447,F
6149,0.212374,0.214077,0.040153,-0.584921,0.241681,-0.065624,1.651108,-1.494498,-0.666353,-0.054046,F
6150,-0.222443,0.042623,0.125964,0.473481,0.263859,-0.496679,-0.020607,1.346785,0.58992,0.175228,A
6151,-2.215039,-0.173471,3.941399,-1.56941,-2.509005,-3.370334,-5.875949,2.586976,-2.685584,-4.85287,A
6152,0.410822,-0.050385,0.151514,-0.089744,0.261718,-0.38644,0.026446,-0.66497,-0.433604,-0.347447,A
6153,-0.309868,0.103136,0.32227,1.360778,0.184365,0.429998,0.181237,1.254338,1.743713,0.178073,X
6154,0.021738,-0.215725,0.372362,0.243832,0.152636,-0.126648,0.48333,-0.756387,-0.749189,0.114467,F
6155,0.136085,0.079778,0.615474,-0.828033,0.255833,0.283083,0.131071,0.898795,-0.348662,-0.0815,F
6156,-0.190143,-0.117648,0.463558,1.405829,0.821979,0.263845,-1.569553,0.351353,1.104595,1.275684,Y
6157,-0.234093,0.114476,0.036633,-0.296952,0.257826,-1.587124,0.159618,0.770847,-0.155279,-1.193134,F
6158,0.271629,-0.284611,0.143224,0.295709,0.261718,-0.593315,0.602321,0.295837,0.089405,-0.40666,A
6159,-0.049005,-0.513321,0.450726,-1.036983,0.261718,-0.519299,-0.036868,1.23176,0.320965,-0.346248,F
6160,0.724391,-0.201586,0.123337,0.357274,0.949021,-1.627358,-0.862631,-0.94045,1.366187,-0.910101,I
6161,-0.346679,-0.635438,0.378764,-1.697007,-0.346038,-1.527354,0.126571,-3.239065,-0.575395,-1.344534,E
6162,0.107628,0.465867,0.302304,0.595171,0.25409,0.024067,0.394425,0.351133,0.162977,0.313829,F
6163,0.598435,-2.323304,0.137643,0.329374,0.976743,-0.234622,-0.309639,0.899853,1.493732,0.051366,I
6164,5.762709,-0.279611,0.318152,-0.721761,-1.768948,0.856869,0.244383,1.415654,1.146619,0.323336,A
6165,0.40553,0.00685,-0.116294,0.110558,0.976743,0.126604,-1.112472,0.101998,1.252784,0.224366,I
6166,-0.048159,0.130533,0.144185,0.558337,0.264574,-1.680342,-0.085108,-3.560032,-1.18361,-1.030805,A
6167,-0.278274,-0.268606,-3.176612,1.914111,0.267139,0.466857,0.554678,1.922406,1.025189,0.533054,G
6168,-0.014269,-0.208916,0.205447,-0.181496,0.247426,0.394121,-0.285808,-0.531096,0.021777,0.325268,F
6169,0.094924,-1.296706,0.727119,-0.428459,0.161882,-0.037262,0.512218,-0.668961,-0.037483,-0.164263,D
6170,0.012923,-0.226564,0.0145,0.184477,0.163698,0.444925,-2.470843,-0.640757,-0.167861,-2.000945,A
6171,0.814033,-2.294949,0.155923,0.75884,0.949558,-0.779284,-1.717763,1.025205,1.107742,0.181405,I
6172,-0.017513,0.055412,0.317095,0.57737,0.25609,0.641513,0.341097,0.260701,-0.055206,0.583429,A
6173,0.193425,0.06406,0.073631,-0.306412,0.188389,-0.433058,-0.411562,-0.26133,-0.209317,-0.443904,A
6174,0.065189,0.026842,0.377537,1.223787,0.261718,-0.183639,0.052168,0.327849,-0.17885,0.26347,A
6175,0.125972,-1.835921,0.26336,-0.467408,0.244487,-0.097602,0.150588,0.089061,0.101424,0.052917,A
6176,0.021558,-0.307056,0.220724,-0.290736,0.237468,1.496772,0.212237,-1.09156,-0.281855,1.087152,A
6177,-3.1e-05,0.119875,0.106421,0.568792,0.25758,-0.484914,-0.219588,1.428887,0.821649,-0.270258,A
6178,0.281204,0.157951,0.36565,0.653131,0.182377,-0.077817,0.302371,0.222576,0.467744,0.182919,F
6179,-0.277055,0.038511,0.42056,3.987152,0.17234,1.351351,0.14602,2.393132,1.605319,1.32247,X
6180,0.854941,-0.120561,0.189879,-1.983605,0.618463,-0.478362,-1.38652,-1.630685,-0.748489,-0.161926,I
6181,0.148118,0.039839,0.102317,0.266608,0.248823,1.377832,0.537863,-0.191325,-0.116479,1.236662,F
6182,0.063276,0.362018,0.254326,-0.068961,0.241008,0.542339,0.152939,-0.032215,0.406444,0.61203,G
6183,0.1585,0.012138,0.183727,-0.930023,0.359972,0.889011,0.119147,-1.497978,-0.068056,0.886319,H
6184,0.093413,0.231483,0.124078,0.414085,0.24946,-0.081484,0.313189,1.715846,1.203114,-0.607574,A
6185,-0.223134,0.492505,0.067675,-0.588612,0.229563,-0.60127,1.078216,-0.634168,0.089851,-0.94659,F
6186,0.000159,0.253665,0.240416,-0.180214,-1.167756,-0.603391,0.056506,0.869488,0.578823,-0.382396,E
6187,0.148554,-0.249928,0.336566,1.054471,0.246899,0.721827,-0.11275,0.495154,0.541862,0.309376,A
6188,0.188672,2.691807,0.10214,-1.465188,0.008779,-0.483899,0.44486,0.620035,0.400883,-0.549735,G
6189,0.040894,-0.137654,0.303753,0.604639,0.252676,0.327013,0.463224,0.451411,0.167314,0.181436,F
6190,4.985713,-0.293764,0.122174,-2.603629,0.976743,-2.039414,-0.456771,-1.150145,-1.82565,-1.026348,I
6191,-0.20269,-0.315801,0.524635,1.435388,0.790529,1.000883,-1.436671,0.480401,0.235895,2.383369,Y
6192,0.005261,-0.333484,0.2212,0.796832,0.161948,-0.045571,0.500316,-0.640954,-1.09034,0.401147,A
6193,0.197803,-0.038195,0.118463,-0.518207,0.261718,-0.070333,0.441774,-0.717805,-0.110863,-0.275667,F
6194,0.085858,0.248253,0.29392,0.150784,0.246926,0.634359,0.216528,-0.567681,-0.451086,0.917429,A
6195,-0.092611,-0.288641,0.594916,1.147681,0.453231,-0.011855,-1.328539,1.52508,0.713796,0.173055,Y
6196,-0.337691,-0.137751,0.357648,2.110003,0.259866,0.257669,0.202448,1.507899,1.00891,0.496897,X
6197,0.074805,-0.331529,0.184875,0.834672,0.261718,-0.097032,0.011338,0.815278,-0.304097,0.051248,A
6198,-0.265794,0.365604,0.378115,0.945245,0.178416,0.855067,0.36974,0.676597,0.751347,0.547953,E
6199,0.888972,-0.310368,0.091466,-1.060214,0.978278,-1.018879,-1.663828,1.221368,1.608597,-0.170716,I
6200,0.421292,-0.034021,0.443918,-0.872206,0.235447,-0.108907,0.21244,0.69574,0.435553,-0.195456,A
6201,-0.385153,0.298418,0.117649,0.873576,0.069439,1.026491,0.239503,-0.631475,-0.194484,1.259552,F
6202,0.075111,-0.237355,0.097185,0.492505,0.261718,0.2253,0.191753,0.627973,0.065046,0.015677,A
6203,-0.13938,0.607498,0.580764,-1.919819,0.082122,-0.375941,-0.113017,-0.112431,0.020949,-1.045811,C
6204,0.164008,-0.02139,0.172692,-0.045498,0.251711,-0.324169,0.61624,-0.709545,-0.516711,-0.024365,A
6205,-0.277055,-0.251983,-3.203415,1.957926,0.261718,1.88349,0.460506,1.977263,1.656378,1.349334,X
6206,0.262002,-0.313285,0.480886,0.31389,0.171651,-0.506168,0.10786,-0.080001,-0.613185,-0.343944,F
6207,-0.035533,-0.049352,0.27404,-0.4828,0.257147,-0.500018,0.481048,0.315144,0.313568,-0.265959,F
6208,0.024858,0.118263,0.177464,-0.641888,0.14879,-0.264238,0.109035,0.475239,0.233565,-0.199192,H
6209,-0.026097,0.755218,0.046441,0.867238,-1.349181,1.004861,0.563111,0.390299,0.052507,0.727652,F
6210,-0.113365,-0.163466,0.281257,1.394667,0.248987,1.502305,-0.022022,0.283282,0.333523,1.021885,A
6211,0.479284,0.112329,0.383762,-0.655898,0.261718,-1.620588,0.580592,1.950482,-2.276301,-1.50727,H
6212,9.525602,-0.110712,0.094539,-2.797148,-2.778554,-0.532451,-2.915257,0.397923,-3.547934,-1.282287,A
6213,0.473764,0.318052,-0.069326,0.627936,0.235834,-0.221495,0.546017,0.319716,0.006211,-0.090774,A
6214,0.120072,0.372266,0.06199,-0.457165,-0.929645,0.998687,0.224346,-0.578565,-0.490601,1.043178,G
6215,0.246824,-0.291778,0.127844,1.044578,0.250547,-0.261656,-0.055531,-0.809057,-1.164022,-0.531668,A
6216,4.463062,-0.191487,-3.205937,-2.993906,-3.044628,-1.111871,-2.561482,1.408091,-3.972617,-2.600268,F
6217,-0.038019,-0.21823,0.356422,1.974148,0.174889,0.044703,-0.200094,0.994511,0.452931,0.672029,A
6218,0.186833,-0.120307,-0.025919,0.553806,-0.205039,-0.700792,0.433814,0.995784,-2.866016,-0.669024,A
6219,0.377962,0.323156,0.126085,-0.050036,0.261718,-0.422622,0.537039,0.192402,0.427848,-0.228482,G
6220,-0.097572,0.222551,0.471833,0.179503,0.250396,-0.80599,-0.077132,-0.478996,-0.865334,-0.489921,A
6221,0.031148,0.369303,0.376517,-0.172835,0.260585,-0.875644,0.33039,-0.262925,-0.194209,-0.689998,F
6222,-0.027179,0.203157,0.108004,1.416482,0.091482,-1.286142,0.217805,0.942671,0.219418,-0.42516,X
6223,0.17228,0.059025,0.249054,0.105714,0.100719,0.435195,0.314693,-0.072966,-0.214338,0.510427,A
6224,0.100182,0.049513,0.242135,0.13881,0.258216,-0.146387,0.78301,-0.285634,-0.537937,-0.182407,F
6225,-0.292381,-0.031227,-0.071585,0.680399,0.255769,-0.774655,0.617242,-0.352837,-0.618512,-0.695849,H
6226,-0.077647,0.1869,-0.083394,1.170946,-1.272605,1.02374,0.093248,0.442054,-0.115877,0.639015,E
6227,-0.010195,0.210703,0.147608,1.252049,0.261718,0.384506,0.125856,1.063335,-0.145462,0.435117,A
6228,0.472658,-0.285909,0.126548,0.000184,0.976743,-1.220885,-0.575343,-0.676389,1.245034,-0.419859,I
6229,0.328488,-0.362097,0.304973,-0.334812,0.266778,1.272862,0.229905,-0.791517,-0.567965,0.890701,A
6230,0.185525,0.333156,0.373187,1.534539,0.186353,0.03738,0.251439,2.030675,0.720366,-0.127523,A
6231,0.037461,0.507282,-3.190055,-1.13618,0.244431,-0.470926,-0.40552,-1.678376,-0.820885,0.108101,A
6232,0.037126,-0.152574,0.281004,0.364442,0.261718,0.132401,0.154378,0.42778,0.273008,0.02298,A
6233,0.06243,0.455242,0.204892,-0.047707,0.245863,-0.083585,0.29899,-0.25957,0.119325,-0.267914,G
6234,11.816856,0.210847,0.414251,-2.962002,-0.904327,-0.231126,0.057109,1.448525,-0.010502,-0.117416,H
6235,-0.102203,0.282907,0.169243,0.747914,0.236951,-0.035252,0.530622,0.271124,0.021688,-0.168373,H
6236,0.58888,-2.349758,0.183461,0.767365,1.02904,-1.077832,-1.21502,0.507826,1.67411,-0.322148,I
6237,-3.498799,0.691573,0.221739,-1.55074,-4.922215,-0.479463,-0.131047,1.098303,-1.890921,-0.439982,A
6238,-0.265771,-0.112288,0.235223,-0.619579,0.261718,-0.742335,0.351595,-0.186984,0.817219,-0.64174,H
6239,4.474164,0.383061,0.295756,-2.960265,0.261718,-1.168428,-0.054227,1.130567,-3.279581,-1.269932,F
6240,0.045783,0.179564,0.116277,0.080682,0.245022,0.063085,-0.018746,0.130306,0.677938,-1.689355,D
6241,-0.279213,-0.128729,0.211947,0.568762,0.249597,0.330848,0.721627,-0.274329,0.591633,0.011792,E
6242,0.074373,0.169469,0.073596,0.120384,0.261718,0.547574,0.148098,-0.549318,-0.309638,0.284879,F
6243,0.011864,-0.191228,0.103077,-0.507053,0.229764,-1.100889,0.274306,-0.451295,0.087209,-0.692118,A
6244,-0.231389,-0.229696,0.67587,2.039749,0.714397,0.676781,-1.019394,1.341172,0.724796,1.289323,Y
6245,0.141281,0.469767,-0.153875,0.781404,0.150228,0.172625,-0.034411,-1.146192,-1.306607,0.353167,A
6246,-0.502404,0.312869,0.209579,-0.415517,0.261718,-0.138289,0.277283,-0.00296,0.632934,-0.331848,E
6247,0.151139,-0.37506,0.369235,0.522801,0.179887,-0.463821,0.340111,0.41749,0.078317,-0.268453,A
6248,-0.045623,-0.28816,0.47338,-0.214714,0.167555,0.017258,0.47442,-0.032513,-0.304058,0.132629,A
6249,0.153144,-0.272674,0.291701,-0.526196,0.261718,-0.743246,0.063797,-0.072235,0.210279,-0.649672,F
6250,0.804216,-0.346312,0.027116,-0.394824,0.97507,-0.818739,-1.064322,-0.952872,0.92322,-0.150261,I
6251,-0.00846,-0.348406,-3.210528,-0.288148,0.261718,0.320671,0.275866,0.850002,0.135295,0.453207,A
6252,-0.262131,0.154825,0.189536,-0.035177,0.174096,2.949255,0.113714,-1.379134,-0.600318,1.874599,A
6253,0.507732,-0.537051,0.228612,-1.064524,0.976743,-0.66025,-1.02744,-0.311163,1.002629,0.279454,I
6254,0.032573,0.119965,0.355706,-1.421336,0.153136,0.086473,0.672944,-0.513205,0.094791,-0.416985,F
6255,-0.277055,-0.251983,-3.203415,1.957926,0.261718,1.710041,0.630146,1.515862,2.291899,1.061311,X
6256,-0.337842,-0.326218,0.570934,1.57714,0.797987,0.437476,-1.381793,1.390458,1.604753,1.131592,X
6257,0.115199,-0.183023,0.708991,0.763616,0.801608,-0.932132,-1.382955,0.751154,0.882993,0.110591,Y
6258,0.112322,0.188437,0.296638,0.553041,0.157614,0.868329,-0.425145,-0.034967,-0.32528,1.215598,A
6259,-0.164788,-0.365707,-3.210528,-0.382307,-0.006646,0.638885,0.242738,0.306702,0.54376,0.39327,A
6260,0.002568,-0.072319,0.286187,-0.671418,0.237133,-0.0337,0.176217,0.20584,-0.019945,-0.099738,F
6261,-0.002573,0.078823,0.077783,0.595961,0.262253,-0.18346,-0.153012,0.761945,0.574825,0.041908,F
6262,0.148514,0.025762,0.100521,1.029042,0.235053,-0.077133,-0.142224,1.053456,0.126485,-0.238469,F
6263,-0.105534,-0.503515,0.301533,-0.083561,0.261718,-0.063426,-0.017798,0.479787,0.038104,0.10702,G
6264,0.143914,-0.009341,0.412428,-0.06744,0.261718,-0.250556,0.113196,-0.062215,-0.072195,-0.354311,F
6265,0.265961,0.176641,0.210569,0.30282,0.261718,-0.931831,0.054295,0.832476,-0.002346,-0.6868,F
6266,0.344069,-0.150954,-0.02001,-0.574153,0.261471,0.498899,0.547975,-0.476997,0.037553,-0.260092,A
6267,-0.213698,0.087911,0.220216,-1.397353,0.261718,-0.268231,0.132374,0.179688,-0.637599,-0.509527,A
6268,0.196241,-0.088513,0.357925,-2.171367,0.267719,0.874984,0.434118,-0.75553,-0.332182,0.889074,A
6269,0.207022,0.375227,0.121778,0.71478,0.17401,-0.372281,-0.146253,0.569445,-0.037842,-0.107983,F
6270,-0.04742,-0.157661,0.020732,-0.190875,0.18274,-0.329768,0.773752,0.728696,0.339406,-0.411322,E
6271,-0.043009,0.545557,-0.072805,0.758417,0.25258,-0.080675,0.233431,0.685135,0.450603,-0.076613,A
6272,0.34465,-0.303311,0.706473,-0.423769,0.169072,-0.877553,0.380292,0.266704,0.583276,-1.023648,A
6273,-0.167608,0.108317,0.315785,0.779408,0.149955,-0.073948,0.42026,1.455324,0.436503,-0.694379,A
6274,-0.046486,0.005411,0.287331,-0.864081,0.169312,0.169522,0.235589,0.334491,0.209595,0.923633,A
6275,0.535991,-0.003207,-0.044163,-1.739746,-1.508896,0.391378,0.38987,0.826803,0.307681,-0.328853,F
6276,0.040733,0.001061,0.366772,0.822751,0.228797,-0.188461,0.315114,0.356224,-0.195956,-0.324507,A
6277,0.040099,0.158347,0.283474,-0.403648,0.252861,2.864355,0.604838,-2.023129,-1.508793,1.983822,F
6278,0.206033,0.308997,-0.049562,0.502991,0.230479,-0.084395,0.223063,0.345672,0.044074,-0.078395,A
6279,0.179076,0.303569,0.218324,-0.353323,0.157191,0.445081,0.305565,0.23206,-0.174376,0.02797,A
6280,-0.219872,0.056893,0.223278,0.722583,0.250204,-0.54143,0.592165,1.695107,1.955036,-0.503374,X
6281,0.048626,-0.701685,0.233139,1.131694,0.261718,0.510667,0.203862,0.876192,0.457661,0.362236,A
6282,0.314585,-0.975202,0.155556,-2.470054,0.169399,1.687362,0.486834,-1.268315,-0.10996,-0.011063,X
6283,0.291719,-0.031979,0.358275,-1.353525,0.261718,-0.700755,0.534188,-0.694938,0.655704,-0.440094,H
6284,0.904269,-0.266649,0.026735,-1.863117,0.976743,-1.307543,-1.391132,-0.377512,1.26386,-0.353519,I
6285,0.218343,0.195967,0.146135,0.345218,0.241319,-0.332425,0.337225,-0.096434,-0.3143,-0.310946,F
6286,0.267493,-0.125854,0.382154,0.310418,0.261718,-0.594553,0.38809,0.549392,-0.319928,-0.542236,F
6287,-0.273686,0.482468,0.128827,0.587055,0.16144,-0.489785,0.301995,1.429093,1.049104,-0.965134,A
6288,0.061653,-1.108874,-3.175352,-1.112603,0.263176,-0.248937,-0.133924,-2.586534,-0.408184,0.468146,A
6289,-0.038318,-0.029271,-3.190578,-0.278566,0.166232,0.654473,0.675894,0.500074,1.032802,-0.197044,E
6290,-0.179141,-0.452769,0.060962,1.039,0.260615,1.478159,0.119052,0.185494,0.452495,1.450413,E
6291,-0.000707,0.189478,0.31048,-1.134352,-1.131296,-0.976492,0.354163,-1.856245,0.686457,-0.873429,A
6292,0.180819,0.134326,0.099297,-0.021627,0.242847,-1.023398,0.078742,0.305606,0.102553,-1.023006,G
6293,-3.498799,0.164733,-2.478551,-0.309452,-4.922215,1.104176,0.451126,-1.046731,-0.99192,1.024907,I
6294,0.154037,-0.335547,0.262011,-0.530096,0.261718,-0.535411,-0.272851,-0.99061,-0.067095,-0.610403,F
6295,0.311135,-0.292019,0.19408,0.863954,0.261718,0.160617,0.061405,-0.694991,-1.272656,-0.105273,A
6296,-0.115847,0.426971,0.305245,-0.027982,0.261718,-0.52186,0.462824,0.077175,-0.335071,-0.347441,F
6297,-0.412837,-0.707352,0.356544,1.604166,-0.989576,0.598036,0.21753,0.76019,0.482497,0.748829,E
6298,0.61508,-2.322326,0.137436,0.378609,0.976743,-1.199431,-1.556855,0.289597,1.528857,0.075872,I
6299,0.097656,-0.386071,0.346292,0.359543,0.235159,-0.066642,-0.040719,1.07153,0.062987,-0.172154,A
6300,0.014327,-0.37212,-3.210528,-0.277288,0.261718,0.130873,0.017478,0.871374,0.440344,0.284896,A
6301,-0.225783,0.55264,0.185037,-0.41046,0.150746,0.225105,0.0832,0.406256,0.082457,0.096763,F
6302,-0.232285,0.31434,0.06737,0.298554,0.072186,0.651457,0.393372,0.198706,0.107006,0.164011,F
6303,0.197455,-0.2532,0.192534,0.382745,0.241577,0.650424,0.092139,0.243289,0.204199,0.16024,A
6304,0.119895,-0.383483,0.218872,1.723322,0.159851,-0.085296,0.33078,1.533696,0.462632,-0.186384,A
6305,-0.050344,0.365328,0.395339,0.110103,0.174052,-0.585395,0.424535,0.942984,-0.207024,-0.644054,F
6306,0.054108,0.394488,0.113533,-0.033806,0.261718,0.08763,0.146127,-0.268739,0.355956,0.027833,H
6307,-0.040902,-0.590376,0.563843,-2.216296,-0.006645,5.011681,-0.007671,-1.594548,-1.951054,3.519555,D
6308,-3.498799,-0.42762,-3.175439,-0.295728,-4.922215,0.474352,0.117824,0.424825,0.042969,-0.183903,A
6309,-0.224431,-0.418968,0.379595,1.104645,0.236827,1.569913,-0.01232,0.19948,0.53887,1.415229,E
6310,-0.009138,0.224955,0.173009,-0.780468,0.230562,2.525578,0.904861,-2.01608,-3.177785,2.356711,A
6311,0.570138,0.069688,0.231238,-0.620044,0.984574,-0.480257,-1.228227,-0.929419,0.340285,0.375162,I
6312,0.106102,0.053481,0.369467,-1.309597,0.257694,-1.504026,-0.03864,-0.522306,0.194861,-1.362023,A
6313,-0.001798,-0.113153,0.311777,-0.695479,0.165289,0.724219,0.389465,-1.417879,-1.301157,0.340931,F
6314,0.196336,0.536089,0.005168,0.473294,-1.339018,0.499699,0.2377,0.34556,0.002542,0.269781,F
6315,0.086431,0.22614,0.104294,0.108567,0.261718,0.366709,0.408317,-0.33835,0.027662,0.431849,A
6316,-0.093042,-0.145646,-0.202958,-0.842601,-1.15427,-0.242311,-0.015142,0.225395,0.337606,0.591789,A
6317,-0.112855,-0.122928,0.090359,-0.18525,0.242914,0.668184,0.340603,-1.484608,-0.1291,-0.077418,E
6318,-0.234319,-0.281309,0.394558,1.193172,0.154548,1.221728,0.496425,-0.605872,-0.075798,0.928302,A
6319,0.160944,0.265362,-0.093118,0.062224,0.242402,-0.094725,0.179859,-0.187512,0.07096,-0.179894,A
6320,0.084862,0.54663,0.217709,-0.330838,0.261718,-0.813888,-0.052754,0.237806,0.871635,-0.415799,G
6321,0.110952,0.104755,0.319003,0.556813,0.07154,-0.612688,-0.13908,-0.091386,0.776867,-0.707909,E
6322,-3.498799,-0.16964,7.427071,2.010092,-4.922215,-0.137602,-0.779729,1.131124,0.620853,0.483521,I
6323,-0.022602,0.079095,0.297703,0.323278,0.261718,0.210063,0.233748,0.094002,0.169237,0.254971,A
6324,-0.194506,0.25012,0.354297,0.953826,0.241415,-0.17085,0.207972,0.842956,0.622483,0.224952,D
6325,0.348705,0.349303,-0.001545,0.996818,0.232116,-0.123257,1.179492,0.379339,-0.24646,-0.626725,A
6326,0.210824,-0.29748,0.295671,0.264147,0.256513,-0.30324,0.133968,-2.503481,-1.815499,-1.034651,A
6327,-0.239842,-0.301883,0.02879,1.055214,0.15662,0.469311,-0.030375,-0.093677,-0.219217,0.325228,A
6328,0.181286,0.128543,0.222176,0.028226,0.265703,-0.69023,0.176924,0.353083,0.208965,-0.682313,A
6329,0.402628,-0.519135,0.115613,1.053934,0.980006,-1.03619,-1.609299,-0.484254,0.336684,0.387536,I
6330,0.561717,-0.001878,-3.210528,-2.841747,0.261718,-0.522238,-0.278201,0.038472,-0.007917,0.112261,A
6331,0.111972,-0.105996,0.323566,0.816905,0.260553,0.475555,0.723238,0.555013,-0.112672,0.268502,A
6332,0.045778,0.483911,0.095815,0.47549,0.261718,-0.430289,0.275575,1.046579,0.504507,-0.602466,F
6333,0.112563,-0.325706,0.168315,1.231033,0.242785,0.963691,-0.138481,0.6362,0.690692,0.883477,A
6334,0.004291,-0.180394,0.032901,0.848802,0.252477,-0.025191,0.087867,0.781732,0.26755,0.068439,A
6335,0.189946,-0.017445,-0.373356,-0.10338,0.176041,0.414796,0.90724,-0.830935,0.221276,0.424571,A
6336,0.272825,0.008808,0.502148,-2.196252,0.2522,-0.505551,1.222487,-1.662302,-1.026,-0.333475,A
6337,-0.08539,-0.292965,0.244795,0.55568,-1.13937,0.044936,0.411725,-0.157528,0.341756,0.472092,A
6338,0.111047,-0.309163,0.231197,-0.38128,0.160077,0.101525,0.279567,0.186824,0.688505,-0.199814,F
6339,0.114457,-0.263018,-3.199962,-0.263789,0.261718,1.135905,0.337814,-0.216315,-0.120333,1.078682,A
6340,2.105308,-0.079257,0.239183,-1.152363,-0.989576,-0.748131,0.133578,-0.780503,0.320295,-0.075045,A
6341,-0.049523,0.202616,0.315443,1.169518,-1.262117,0.944954,0.36081,0.370054,0.359814,0.662477,E
6342,-3.498799,-0.651185,0.350912,0.754612,-4.922215,0.064722,0.060591,0.450055,0.137314,0.209429,A
6343,-0.297967,-0.530008,0.448364,0.648492,0.177492,1.158845,0.350222,0.165825,2.083629,2.438655,E
6344,-0.047418,-0.035866,0.076463,0.207982,0.261718,0.927239,0.413944,-0.302432,-0.205063,0.406694,A
6345,-3.487511,0.290674,5.182509,-1.494203,-3.014025,-1.779629,0.559015,2.893304,-3.733793,-2.60995,A
6346,0.294092,-0.054325,0.548406,-2.259829,0.092273,-1.504852,0.31946,-2.494884,-0.750407,-0.911162,A
6347,-0.107472,-0.213021,0.352781,0.220732,0.253968,0.946357,-0.31701,-0.317379,0.272827,0.998954,H
6348,-0.316108,-0.06561,0.45779,-0.168265,0.261718,0.307367,0.393863,-0.543291,0.337056,0.190919,E
6349,1.003447,-0.074228,0.355472,-2.323125,-4.648941,-1.251858,0.337267,-2.612953,-1.730935,-2.717085,A
6350,-0.104033,0.308567,0.339574,-0.190601,0.266263,-0.641902,0.113831,0.435951,0.343572,-0.564903,F
6351,0.134967,0.166181,0.184716,0.934958,0.169037,-0.399061,0.433187,1.49666,0.326774,-0.252013,E
6352,0.132461,-0.217254,0.361999,0.976,0.262341,-0.096913,-0.28461,0.976725,0.131003,-0.532936,F
6353,-0.253389,-0.037929,0.141565,0.318531,0.356386,-2.305084,1.080117,0.251764,-0.219434,-2.13762,X
6354,-0.004923,-0.040984,-3.205688,-0.331182,0.261718,0.343926,0.376534,0.669836,0.445743,0.471695,A
6355,-0.021959,-0.147587,0.389906,0.916959,0.261718,0.179947,0.4931,-0.448104,-1.057887,-0.050344,F
6356,0.064828,0.050147,0.415297,1.205803,0.261718,0.690606,0.050533,0.919307,0.271479,0.282948,A
6357,0.091349,0.669586,0.159699,-0.414989,0.262001,-1.018828,0.496035,0.247877,0.235303,-0.849164,H
6358,-0.351925,0.386265,0.285669,-1.958263,-0.900198,-3.2781,0.245041,-0.286298,0.597684,-2.00658,D
6359,-0.104823,-0.368444,0.711431,0.970147,0.726224,1.161429,-0.208908,-0.891522,0.042388,1.625923,I
6360,0.010474,-0.701398,0.261209,-1.341755,0.085942,-0.014323,0.224181,-1.127879,-0.061661,0.165275,A
6361,0.264733,-0.151577,-2.913614,-1.770653,0.371743,-0.362838,0.052752,0.421026,-0.264183,-0.442881,F
6362,-0.347216,-0.620337,0.387839,-1.717226,-0.108509,-1.540362,1.497875,-1.757145,-0.570151,-0.836712,E
6363,0.106957,0.046601,0.162621,-0.386157,0.232779,-0.747998,0.53803,0.237281,0.091738,-0.747461,A
6364,0.483735,-0.534964,-0.01292,0.533435,0.976743,-0.098952,-1.198219,0.906206,1.75809,0.224097,I
6365,-0.012224,0.514977,-0.03016,0.781248,0.183089,-0.268023,-0.409139,-1.059705,-0.981195,0.375301,A
6366,0.076767,0.576456,0.03699,0.503661,0.253618,-0.09003,0.550889,0.414671,-0.134408,-0.085439,F
