Color,fixed acidity2,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
Red,7.1,0.4,0.27,3.35,0.157,20.0,165.0,0.99663,3.31,0.48,9.5,5
White,6.8,0.21,0.22,2.55,0.04,47.0,138.0,0.993212,3.16,0.37,10.2,6
White,9.3,0.48,0.3,2.59,0.044,39.0,151.0,0.991992,3.14,0.68,10.9,8
White,6.5,0.39,0.3,11.18,0.043,50.0,214.0,0.999355,3.26,0.48,9.2,5
Red,6.8,0.31,0.24,6.57,0.037,29.0,116.0,0.995652,3.22,0.67,9.3,5
Red,8.8,0.38,0.48,14.93,0.092,28.0,157.0,0.994217,3.25,0.33,10.6,6
Red,8.0,0.71,0.22,2.0,0.116,13.0,52.0,0.996586,3.28,0.56,10.0,5
Red,7.0,0.38,0.23,4.22,0.083,25.0,71.0,0.995866,3.22,0.67,12.2,5
White,6.1,0.34,0.3,1.33,0.027,29.0,141.0,0.989692,3.3,0.38,12.9,6
White,6.0,0.32,0.18,12.55,0.041,12.0,119.0,0.991393,3.44,0.4,11.4,7
Red,7.6,0.57,0.44,2.06,0.079,21.0,167.0,0.994646,3.46,0.72,9.8,5
White,7.5,0.19,0.34,10.76,0.051,19.0,170.0,0.998077,3.12,0.52,9.0,5
White,6.1,0.24,0.53,1.27,0.028,33.0,90.0,0.995977,3.49,0.56,12.3,6
Red,7.6,0.34,0.21,8.26,0.084,31.0,57.0,0.997116,3.24,0.38,9.4,6
Red,7.7,0.71,0.35,1.8,0.097,15.0,48.0,1.000114,3.34,0.58,9.4,5
White,6.3,0.38,0.2,3.62,0.094,30.0,73.0,0.99634,3.53,0.41,9.4,6
White,8.1,0.3,0.48,16.85,0.058,35.0,208.0,0.998281,3.08,0.59,9.2,5
White,6.6,0.28,0.31,12.84,0.038,49.0,138.0,0.994366,3.02,0.47,10.6,6
White,9.2,0.15,0.3,14.8,0.03,29.0,138.0,0.997977,3.19,0.48,8.8,7
White,7.1,0.3,0.26,17.28,0.119,48.0,167.0,0.997062,3.16,0.48,9.5,6
White,8.0,0.24,0.31,3.0,0.043,27.0,132.0,0.991529,3.09,0.34,12.4,6
Red,7.9,0.32,0.46,1.61,0.078,5.0,99.0,0.99575,3.44,0.82,9.9,6
White,7.5,0.18,0.37,10.82,0.052,22.0,145.0,0.991772,3.48,0.52,10.0,7
White,5.9,0.27,0.41,4.14,0.052,40.0,154.0,0.995858,3.21,0.43,10.9,7
Red,10.6,0.35,0.59,2.88,0.058,9.0,30.0,0.998755,2.92,0.39,11.1,7
White,6.9,0.14,0.0,4.29,0.043,14.0,165.0,0.995018,3.26,0.63,10.1,6
White,6.7,0.24,0.24,6.86,0.04,37.0,211.0,0.995126,3.04,0.61,9.5,6
White,6.6,0.27,0.32,9.95,0.037,61.0,147.0,0.997811,3.14,0.39,9.9,6
Red,6.8,0.34,0.4,5.49,0.07,28.0,208.0,0.991725,3.42,0.43,10.4,5
White,7.1,0.2,0.51,13.65,0.049,54.0,178.0,0.998335,3.05,0.42,9.0,5
White,6.0,0.38,0.39,1.16,0.049,70.0,184.0,0.994652,3.19,0.37,9.5,6
Red,8.9,0.41,0.41,1.99,0.068,10.0,21.0,0.996835,3.34,0.86,10.3,5
White,6.2,0.28,0.1,8.25,0.049,44.0,183.0,0.995083,3.23,0.38,10.1,6
White,7.6,0.19,0.41,14.46,0.054,35.0,153.0,0.999541,3.07,0.47,9.1,5
White,7.5,0.26,0.41,13.25,0.045,64.0,180.0,0.997703,3.31,0.46,8.9,6
White,7.2,0.25,0.22,14.79,0.04,43.0,154.0,0.989393,3.23,0.4,10.4,5
Red,8.2,0.49,0.17,2.95,0.064,16.0,12.0,0.999037,3.37,0.62,9.6,5
White,7.2,0.44,0.37,3.6,0.038,21.0,247.0,0.990267,3.08,0.49,12.7,7
White,8.1,0.38,0.48,7.81,0.099,52.0,146.0,0.994322,3.23,0.64,10.0,6
White,6.7,0.28,0.28,5.01,0.036,45.0,235.0,0.995167,3.22,0.59,11.1,7
White,8.0,0.38,0.36,3.23,0.081,9.0,122.0,0.991327,3.4,0.54,11.4,6
White,6.6,0.24,0.28,1.35,0.038,23.0,41.0,0.990686,3.25,0.45,11.0,7
Red,7.3,0.55,0.05,2.28,0.065,21.0,105.0,0.996981,2.97,0.83,9.2,5
White,7.2,0.36,0.34,10.6,0.047,20.0,123.0,0.994301,3.12,0.5,10.1,5
White,7.2,0.29,0.24,5.12,0.029,40.0,138.0,0.990129,3.17,0.37,12.7,7
White,7.0,0.19,0.36,5.49,0.03,36.0,86.0,0.988682,3.25,0.46,11.2,6
White,5.4,0.46,0.07,7.03,0.069,10.0,49.0,0.99761,3.48,0.77,12.8,7
Red,8.0,0.58,0.18,2.94,0.079,34.0,72.0,0.995914,3.3,0.72,9.3,6
White,7.1,0.24,0.3,13.09,0.049,35.0,189.0,0.992987,3.03,0.63,9.1,5
Red,7.1,0.83,0.1,5.96,0.077,13.0,19.0,0.995167,3.39,0.58,12.5,5
White,6.0,0.15,0.39,1.29,0.044,20.0,180.0,0.994711,3.08,0.47,9.6,7
White,6.4,0.28,0.27,1.19,0.043,21.0,69.0,0.993384,2.94,0.39,10.9,7
White,6.1,0.21,0.36,1.08,0.043,36.0,102.0,0.992537,3.24,0.4,11.0,6
White,6.6,0.29,0.29,6.58,0.038,30.0,204.0,0.99129,2.99,0.27,9.0,5
Red,6.8,0.69,0.07,2.94,0.091,17.0,43.0,0.997182,3.42,0.52,11.5,6
White,6.6,0.43,0.23,12.94,0.057,19.0,145.0,0.998534,3.0,0.49,9.1,5
White,6.0,0.32,0.18,6.79,0.025,60.0,118.0,0.995392,3.08,0.46,9.9,6
White,6.2,0.33,0.26,4.29,0.055,25.0,193.0,0.994804,3.1,0.48,9.5,6
White,6.4,0.33,0.3,3.49,0.035,49.0,99.0,0.991029,3.28,0.36,12.7,6
Red,5.2,0.68,0.09,2.06,0.07,13.0,26.0,0.995983,3.43,0.53,9.2,5
White,7.9,0.35,0.27,1.85,0.037,21.0,198.0,0.994326,3.21,0.51,9.9,6
White,5.7,0.31,0.3,2.28,0.037,23.0,117.0,0.994566,3.34,0.4,11.7,6
White,8.2,0.43,0.24,4.78,0.068,8.0,47.0,0.996717,3.21,0.83,10.2,7
Red,11.0,0.72,0.66,3.15,0.063,9.0,34.0,0.989734,3.34,0.54,11.4,5
White,5.7,0.26,0.52,16.71,0.2,55.0,135.0,0.999335,3.09,0.45,9.1,6
White,6.1,0.3,0.5,7.4,0.099,64.0,171.0,0.994544,3.22,0.42,9.4,5
White,6.8,0.26,0.31,11.94,0.039,22.0,159.0,0.991616,3.22,0.58,10.4,6
Red,8.0,0.39,0.15,1.69,0.068,13.0,154.0,0.990092,3.19,0.56,12.1,7
White,7.7,0.34,0.19,7.81,0.047,36.0,69.0,0.996008,3.0,0.62,9.6,5
White,6.5,0.39,0.38,10.11,0.045,27.0,133.0,0.992321,3.34,0.47,10.1,6
White,7.0,0.21,0.25,10.68,0.046,40.0,103.0,0.995431,3.38,0.6,9.2,6
White,6.4,0.23,0.27,4.09,0.031,62.0,89.0,0.990672,3.03,0.37,11.8,6
White,6.4,0.24,0.25,1.22,0.043,22.0,74.0,0.989646,3.14,0.5,11.5,6
White,6.8,0.25,0.46,9.26,0.041,31.0,28.0,0.9919,3.4,0.69,10.6,7
White,7.4,0.3,0.48,13.64,0.039,66.0,179.0,0.996082,3.0,0.6,9.9,5
Red,10.7,0.41,0.39,2.23,0.057,9.0,14.0,0.994002,3.0,0.49,10.5,7
White,7.1,0.24,0.2,1.07,0.08,30.0,188.0,0.996255,3.1,0.62,9.4,6
White,6.5,0.26,0.33,14.5,0.068,60.0,187.0,0.999243,3.1,0.5,9.2,6
White,7.4,0.43,0.3,14.26,0.039,60.0,229.0,0.998606,3.14,0.46,9.0,6
White,6.8,0.36,0.31,4.27,0.046,27.0,111.0,0.989632,3.21,0.4,11.0,7
White,6.0,0.33,0.37,1.18,0.041,43.0,61.0,0.990706,3.27,0.44,11.0,5
White,6.4,0.34,0.17,1.19,0.037,54.0,113.0,0.996215,2.89,0.38,10.7,6
White,7.4,0.17,0.29,1.18,0.079,34.0,110.0,0.997184,3.53,0.39,10.5,5
White,6.5,0.21,0.33,8.51,0.026,18.0,131.0,0.99127,3.04,0.37,12.0,7
White,7.1,0.21,0.36,10.91,0.063,35.0,103.0,0.993835,2.98,0.42,9.4,6
White,5.6,0.18,0.4,10.73,0.029,74.0,177.0,0.99684,3.27,0.31,10.1,6
White,6.9,0.3,0.28,5.13,0.024,25.0,133.0,0.995427,3.28,0.42,10.8,6
White,7.4,0.18,0.2,4.02,0.036,28.0,144.0,0.991226,2.99,0.58,12.2,6
White,6.7,0.21,0.3,10.58,0.122,42.0,112.0,0.99948,3.05,0.57,10.1,6
White,6.9,0.2,0.49,1.37,0.018,41.0,150.0,0.99441,3.25,0.27,11.4,7
White,7.0,0.3,0.22,10.77,0.043,30.0,113.0,0.992498,3.06,0.34,12.3,6
White,6.8,0.37,0.3,8.5,0.062,32.0,143.0,0.991846,3.48,0.46,12.2,5
White,7.6,0.33,0.47,1.7,0.047,23.0,135.0,0.993723,3.22,0.44,9.4,6
White,7.3,0.33,0.35,2.25,0.058,23.0,140.0,0.99432,3.08,0.43,9.7,5
White,6.2,0.22,0.49,9.74,0.047,73.0,154.0,0.9919,3.04,0.38,10.5,6
Red,7.2,0.31,0.07,2.2,0.059,2.0,19.0,0.997027,3.26,0.82,12.0,6
White,7.2,0.28,0.32,1.94,0.049,39.0,162.0,0.99446,3.42,0.54,11.0,8
White,5.2,0.37,0.3,4.1,0.022,20.0,98.0,0.992163,3.34,0.48,9.4,7
White,5.8,0.3,0.49,16.12,0.048,57.0,155.0,0.998576,3.24,0.39,9.4,5
White,8.2,0.37,0.49,13.88,0.03,15.0,193.0,0.995555,3.26,0.54,9.4,5
White,6.4,0.16,0.24,2.45,0.03,40.0,105.0,0.990087,3.08,0.72,12.3,6
White,6.6,0.15,0.3,1.96,0.052,26.0,112.0,0.995809,3.23,0.5,12.9,6
White,6.5,0.15,0.39,7.89,0.04,12.0,89.0,0.995264,2.93,0.58,12.0,6
White,7.2,0.25,0.33,11.18,0.042,29.0,189.0,0.994446,3.03,0.42,9.2,5
White,6.4,0.24,0.32,7.8,0.046,58.0,143.0,0.994936,3.2,0.47,9.0,6
Red,7.3,0.19,0.21,9.97,0.048,23.0,168.0,0.995136,3.27,0.77,10.2,7
White,6.6,0.24,0.32,1.37,0.036,17.0,73.0,0.992225,3.29,0.44,10.7,6
White,8.2,0.26,0.65,7.88,0.057,31.0,139.0,0.995316,3.18,0.51,9.6,5
White,7.5,0.27,0.18,8.67,0.043,41.0,109.0,0.989761,3.48,0.45,12.3,8
White,7.0,0.18,0.36,1.56,0.035,65.0,147.0,0.997537,3.0,0.37,10.5,5
White,7.1,0.38,0.37,8.12,0.039,23.0,116.0,0.991537,3.13,0.49,11.0,5
White,6.5,0.29,0.25,7.6,0.069,56.0,207.0,0.996221,3.17,0.38,8.8,5
White,6.4,0.28,0.26,3.95,0.037,46.0,86.0,0.989476,3.3,0.36,12.7,7
White,5.2,0.59,0.12,2.79,0.047,52.0,89.0,0.999207,3.15,0.79,9.7,5
White,5.5,0.27,0.0,5.93,0.049,18.0,105.0,0.993118,3.22,0.37,10.1,5
White,6.8,0.34,0.26,7.84,0.036,62.0,117.0,0.997715,3.1,0.38,10.6,7
White,7.4,0.4,0.33,14.49,0.043,29.0,133.0,0.996423,3.36,0.43,9.8,6
Red,6.6,0.51,0.0,1.59,0.1,3.0,11.0,0.995869,3.24,0.54,10.2,6
Red,6.6,0.66,0.03,6.13,0.103,9.0,91.0,0.996271,3.41,0.6,12.3,5
White,6.8,0.21,0.36,8.18,0.035,27.0,98.0,0.992822,3.12,0.57,10.4,7
White,7.9,0.39,0.39,10.85,0.057,70.0,213.0,0.997822,3.05,0.64,9.5,6
White,5.8,0.31,0.74,1.84,0.138,52.0,99.0,0.997705,3.37,0.56,10.2,6
White,7.5,0.61,0.02,1.58,0.085,17.0,91.0,0.996416,3.4,0.56,10.1,5
White,7.2,0.26,0.33,1.4,0.041,14.0,80.0,0.99057,3.05,0.7,11.4,7
Red,6.8,0.44,0.06,1.92,0.075,9.0,44.0,0.997918,3.4,0.58,9.6,6
White,7.1,0.3,0.43,12.99,0.058,63.0,150.0,0.993591,3.2,0.49,9.4,6
Red,8.5,0.52,0.39,1.97,0.049,6.0,51.0,0.995442,3.26,0.68,13.4,5
White,6.0,0.22,0.56,8.73,0.036,22.0,121.0,0.993007,3.08,0.36,13.2,6
Red,7.4,0.64,0.08,1.86,0.073,8.0,30.0,0.995535,3.32,0.53,9.4,6
White,6.9,0.15,0.28,15.59,0.056,44.0,189.0,0.996892,2.85,0.5,9.3,5
Red,6.9,0.74,0.64,2.03,0.051,17.0,42.0,0.992612,3.03,0.59,9.2,5
Red,7.4,0.51,0.19,1.73,0.073,13.0,13.0,0.995292,3.36,0.7,10.1,5
White,6.0,0.31,0.32,7.34,0.036,39.0,99.0,0.999229,3.25,0.4,11.1,7
White,6.0,0.24,0.4,13.33,0.045,49.0,68.0,0.993686,3.04,0.41,12.9,8
Red,7.7,0.58,0.01,1.64,0.071,15.0,16.0,0.99575,3.2,0.47,9.7,5
White,6.1,0.26,0.28,13.54,0.047,37.0,121.0,1.000993,3.0,0.59,8.8,4
White,6.2,0.3,0.28,1.47,0.027,29.0,100.0,0.994172,3.32,0.41,10.8,8
White,7.0,0.3,0.27,3.08,0.034,27.0,117.0,0.994059,3.32,0.62,10.3,6
White,7.6,0.25,0.27,1.35,0.032,40.0,74.0,0.99184,3.16,0.39,9.0,5
White,7.1,0.25,0.18,2.53,0.075,12.0,136.0,1.000435,3.12,0.53,13.0,5
White,7.2,0.21,0.49,4.22,0.047,52.0,85.0,0.991994,3.3,0.3,9.7,6
Red,13.2,0.37,0.2,2.06,0.076,17.0,39.0,0.994973,3.06,0.61,9.4,5
White,6.6,0.3,0.38,4.51,0.037,16.0,87.0,0.990463,3.3,0.46,11.4,6
Red,7.0,0.71,0.14,2.46,0.078,15.0,19.0,0.997632,3.25,0.5,9.8,4
Red,7.1,0.89,0.0,1.87,0.078,28.0,40.0,0.997547,3.54,0.49,12.2,6
Red,7.8,0.56,0.14,8.22,0.186,16.0,48.0,0.996266,3.3,0.7,9.6,5
White,7.2,0.4,0.17,17.26,0.05,68.0,187.0,0.999091,3.07,0.43,9.4,5
White,8.8,0.38,0.42,6.86,0.037,33.0,178.0,0.995932,3.2,0.46,8.6,5
White,5.7,0.26,0.37,14.62,0.067,45.0,155.0,0.998081,2.96,0.41,8.7,7
Red,7.9,0.67,0.0,2.69,0.102,17.0,12.0,0.997206,3.52,0.52,10.7,6
White,7.1,0.34,0.57,15.26,0.033,27.0,97.0,0.991374,3.12,0.4,12.2,7
White,8.4,0.27,0.48,17.27,0.047,40.0,116.0,0.998211,3.39,0.62,9.2,6
White,7.2,0.22,0.28,6.98,0.055,58.0,155.0,0.994518,3.08,0.38,10.1,6
White,7.0,0.26,0.33,3.54,0.057,5.0,99.0,0.994351,3.32,0.55,9.0,6
White,6.4,0.14,0.47,1.43,0.04,10.0,67.0,0.990486,3.14,0.29,10.8,6
Red,7.2,0.66,0.6,1.97,0.068,4.0,45.0,0.995124,3.35,0.39,10.9,5
Red,8.4,0.65,0.12,2.41,0.075,11.0,43.0,0.992893,3.47,0.83,10.2,5
White,7.0,0.15,0.28,9.88,0.038,15.0,132.0,0.993158,3.43,0.59,10.1,6
White,8.5,0.19,0.35,1.19,0.04,67.0,109.0,0.992277,3.08,0.35,10.4,7
Red,7.6,0.34,-0.0,2.4,0.063,15.0,24.0,0.994838,3.41,0.77,11.1,6
White,7.9,0.26,0.5,18.02,0.054,61.0,189.0,0.996014,2.98,0.59,8.5,4
White,5.5,0.17,0.23,1.02,0.03,36.0,151.0,0.989481,3.21,0.28,12.6,7
White,6.7,0.26,0.33,6.91,0.024,51.0,184.0,0.995605,3.12,0.49,9.4,6
Red,8.9,0.14,0.31,1.38,0.023,13.0,39.0,0.995432,3.16,0.59,9.7,6
White,5.7,0.26,0.25,2.47,0.037,41.0,115.0,0.992787,2.89,0.42,11.0,5
White,7.4,0.22,0.3,12.56,0.037,31.0,70.0,0.991705,2.92,0.4,11.4,5
White,6.9,0.23,0.22,8.77,0.073,21.0,116.0,0.995313,3.1,0.47,12.5,5
White,7.6,0.35,0.2,12.65,0.052,12.0,128.0,0.994842,3.18,0.44,9.2,5
White,7.7,0.26,0.24,1.58,0.051,37.0,188.0,0.990782,2.99,0.77,9.2,5
White,6.4,0.27,0.33,7.87,0.057,53.0,201.0,0.995127,3.16,0.5,9.7,5
White,7.6,0.2,0.58,8.05,0.054,52.0,211.0,0.998947,3.12,0.49,9.1,6
White,5.0,0.55,0.4,1.55,0.028,28.0,63.0,0.989751,3.04,0.37,11.5,6
Red,6.1,0.46,0.45,3.05,0.043,9.0,24.0,0.991635,3.36,0.65,10.4,5
White,6.2,0.35,0.42,6.67,0.05,54.0,157.0,0.994068,3.15,0.46,10.0,6
White,5.8,0.38,0.14,15.06,0.033,46.0,121.0,0.988713,3.1,0.41,13.6,6
Red,8.2,0.58,0.22,9.62,0.093,73.0,53.0,0.997429,3.31,0.54,9.7,5
White,6.8,0.13,0.71,1.13,0.051,20.0,144.0,0.997669,2.85,0.75,11.0,6
Red,9.3,0.55,0.27,2.17,0.071,6.0,31.0,0.996766,3.17,0.55,10.9,6
White,6.3,0.23,0.32,1.44,0.046,24.0,95.0,0.991331,3.31,0.45,11.1,3
White,7.2,0.19,0.33,14.36,0.047,45.0,197.0,0.99856,3.02,0.42,9.1,7
White,7.5,0.18,0.37,14.29,0.032,55.0,130.0,0.995816,3.2,0.46,9.4,5
White,6.9,0.24,0.36,17.21,0.053,47.0,143.0,0.999852,3.22,0.43,9.1,7
White,6.7,0.29,0.2,1.29,0.033,24.0,123.0,0.990885,3.07,0.38,9.4,7
White,6.2,0.26,0.3,1.53,0.045,45.0,113.0,0.996992,3.18,0.47,11.1,5
White,6.1,0.36,0.24,4.5,0.036,19.0,101.0,0.990943,3.28,0.39,12.5,5
Red,7.4,0.64,0.17,1.88,0.078,28.0,53.0,0.997541,3.31,0.52,9.2,5
White,6.2,0.34,0.25,12.14,0.049,32.0,123.0,0.997092,3.6,0.38,10.5,6
Red,8.2,0.55,0.49,3.41,0.08,14.0,81.0,0.997037,3.41,0.73,9.4,7
Red,6.6,0.65,0.0,2.36,0.08,15.0,27.0,0.995675,3.38,0.59,12.9,7
Red,6.6,0.85,0.09,2.4,0.123,22.0,18.0,0.992564,3.54,0.61,10.6,6
White,7.9,0.33,0.53,8.6,0.045,55.0,103.0,0.990048,3.06,0.47,12.1,5
White,6.5,0.26,0.29,4.5,0.014,30.0,87.0,0.99812,2.97,0.3,9.5,7
White,7.4,0.14,0.1,6.85,0.08,20.0,44.0,0.997175,3.34,0.59,13.4,5
White,7.1,0.36,0.33,1.04,0.029,29.0,84.0,0.993007,3.44,0.5,9.2,5
White,6.6,0.29,0.33,7.04,0.032,31.0,142.0,0.993725,3.06,0.49,10.1,5
White,6.5,0.25,0.35,17.4,0.068,18.0,124.0,0.996234,3.32,0.5,9.7,5
White,7.4,0.21,0.3,14.82,0.068,39.0,133.0,0.998842,2.93,0.5,9.2,7
White,6.1,0.19,0.27,1.61,0.036,25.0,134.0,0.994054,3.31,0.34,11.3,6
White,6.8,0.19,0.37,1.41,0.036,37.0,85.0,0.99008,3.18,0.47,10.8,6
White,6.3,0.29,0.37,2.14,0.037,19.0,117.0,0.994402,3.32,0.38,10.5,5
White,5.3,0.31,0.32,7.4,0.039,20.0,49.0,0.992602,3.05,0.4,11.0,5
White,6.1,0.46,0.27,14.4,0.052,64.0,89.0,0.997821,3.37,0.39,9.4,6
White,7.6,0.29,0.44,17.08,0.051,53.0,211.0,0.998562,3.28,0.54,9.4,6
White,7.0,0.3,0.32,14.56,0.058,38.0,148.0,0.99985,3.03,0.47,9.0,5
White,6.2,0.34,0.28,2.29,0.048,58.0,141.0,0.997022,3.22,0.45,9.6,6
White,7.0,0.21,0.42,1.35,0.026,30.0,144.0,0.991849,2.91,0.4,10.5,6
Red,7.7,0.69,0.29,1.9,0.08,12.0,28.0,0.995471,3.16,0.56,9.2,5
Red,7.0,0.6,0.09,2.01,0.068,5.0,11.0,0.994352,3.34,0.56,11.2,6
White,5.0,0.14,0.2,6.53,0.033,40.0,121.0,0.992612,2.99,0.4,11.3,7
White,6.5,0.41,0.49,4.19,0.054,56.0,160.0,0.995727,2.98,0.72,8.8,5
White,7.4,0.19,0.4,13.18,0.054,53.0,182.0,0.998629,3.28,0.75,9.2,5
White,5.5,0.21,0.16,1.35,0.058,55.0,82.0,0.989601,2.96,0.4,12.7,7
Red,7.9,0.5,0.35,2.09,0.096,5.0,142.0,0.997866,3.2,0.55,9.8,6
White,8.6,0.4,0.34,6.74,0.057,10.0,115.0,0.992375,3.48,0.43,9.4,6
White,7.2,0.2,0.42,13.93,0.031,50.0,78.0,0.992753,3.18,0.54,9.1,6
White,6.6,0.24,0.33,1.22,0.037,65.0,62.0,0.994093,3.26,0.48,10.1,5
White,6.4,0.31,0.32,17.31,0.053,28.0,114.0,0.999009,2.99,0.38,8.7,5
White,7.5,0.19,0.49,8.74,0.049,22.0,73.0,0.999008,3.03,0.57,10.6,6
White,7.0,0.25,0.32,7.23,0.052,17.0,118.0,0.991462,3.06,0.54,10.7,6
White,7.0,0.28,0.29,1.71,0.161,61.0,65.0,0.989917,3.12,0.72,10.9,5
White,5.8,0.16,0.24,6.03,0.041,43.0,114.0,0.993525,3.29,0.45,11.6,6
White,6.2,0.28,0.49,16.8,0.032,35.0,157.0,0.997227,3.12,0.4,9.5,5
White,7.0,0.3,0.3,7.21,0.047,30.0,87.0,0.995356,3.09,0.36,11.0,7
White,5.7,0.25,0.27,16.5,0.056,40.0,170.0,0.99742,3.22,0.36,8.9,5
White,6.8,0.28,0.2,12.68,0.04,59.0,196.0,0.995003,3.17,0.49,10.1,5
Red,10.2,0.58,0.66,2.14,0.118,22.0,29.0,0.994551,3.2,0.63,9.8,6
White,6.5,0.22,0.29,12.23,0.046,53.0,86.0,0.995836,3.15,0.43,8.8,6
White,7.2,0.23,0.36,14.53,0.05,35.0,117.0,0.998249,3.08,0.46,9.4,7
White,7.0,0.18,0.17,1.39,0.036,17.0,65.0,0.989607,3.11,0.65,9.2,7
White,8.4,0.2,0.7,17.52,0.049,16.0,202.0,0.999085,3.09,0.59,9.6,6
White,7.5,0.27,0.58,12.68,0.036,62.0,179.0,0.998093,3.04,0.53,10.6,6
White,6.7,0.24,0.28,6.08,0.041,34.0,89.0,0.991268,3.04,0.59,12.2,8
White,6.7,0.27,0.35,8.52,0.04,47.0,89.0,0.990712,3.28,0.72,9.4,6
White,5.5,0.24,0.2,2.48,0.052,48.0,173.0,0.993806,3.23,0.82,9.5,6
White,5.9,0.45,0.06,1.41,0.047,19.0,94.0,0.996071,3.23,0.4,8.9,7
White,8.0,0.26,0.44,17.6,0.048,62.0,54.0,0.992766,3.04,0.59,9.5,7
White,7.2,0.27,0.37,17.38,0.054,30.0,189.0,0.991591,3.11,0.45,9.7,5
White,8.5,0.2,0.45,7.84,0.046,48.0,108.0,0.995869,3.26,0.47,9.6,5
Red,8.9,0.65,0.07,2.59,0.079,5.0,16.0,0.996308,3.11,0.79,12.3,6
White,7.2,0.12,0.29,4.6,0.032,29.0,207.0,0.99028,3.18,0.37,9.2,6
Red,9.4,0.66,0.13,2.35,0.09,7.0,48.0,0.995862,3.23,0.6,9.2,6
White,7.0,0.29,0.53,4.74,0.05,18.0,187.0,0.995873,3.11,0.46,9.5,4
White,7.3,0.35,0.21,15.9,0.05,35.0,148.0,0.99757,3.11,0.52,10.7,6
White,6.8,0.32,0.24,5.51,0.038,22.0,214.0,0.99881,3.14,0.45,9.6,5
White,7.7,0.25,0.26,13.04,0.05,65.0,164.0,0.993108,3.09,0.37,9.0,5
White,7.0,0.35,0.34,8.86,0.034,49.0,113.0,0.991517,3.09,0.62,12.5,6
White,5.1,0.27,0.24,2.95,0.046,20.0,106.0,0.996225,3.23,0.39,9.2,6
White,7.6,0.19,0.49,1.41,0.054,47.0,153.0,0.994541,3.26,0.45,9.6,6
White,5.9,0.23,0.35,9.86,0.039,23.0,150.0,0.993406,3.17,0.44,11.0,6
White,6.3,0.08,0.23,12.75,0.046,10.0,115.0,0.998833,3.21,0.46,9.9,7
White,7.0,0.17,0.33,1.51,0.034,40.0,84.0,0.992299,3.24,0.37,11.4,5
White,6.5,0.21,0.28,13.63,0.036,53.0,169.0,0.995591,3.21,0.55,10.8,5
White,7.1,0.25,0.28,8.6,0.048,37.0,222.0,0.99611,3.25,0.46,10.3,5
White,6.3,0.59,0.32,1.99,0.044,26.0,115.0,0.992708,3.27,0.51,11.0,6
White,6.2,0.24,0.43,1.76,0.03,35.0,77.0,0.991983,3.1,0.39,11.7,6
White,6.1,0.19,0.19,12.76,0.032,60.0,180.0,0.998018,3.42,0.38,10.3,5
White,6.8,0.28,0.27,7.16,0.053,33.0,181.0,0.99607,3.16,0.6,10.2,5
Red,7.2,0.33,0.53,2.06,0.077,11.0,16.0,0.991112,3.2,0.53,12.0,7
White,6.6,0.25,0.33,4.17,0.046,29.0,207.0,0.990665,3.03,0.44,12.5,6
White,6.6,0.25,0.47,10.17,0.047,59.0,130.0,0.994886,3.19,0.54,9.4,6
White,6.7,0.26,0.56,1.51,0.04,23.0,95.0,0.991439,3.31,0.62,10.8,7
White,5.9,0.2,0.31,2.57,0.048,39.0,168.0,0.991943,3.25,0.5,11.3,5
White,6.7,0.4,0.32,11.56,0.029,20.0,214.0,0.999542,3.1,0.49,9.4,5
White,7.0,0.38,0.28,1.91,0.03,18.0,136.0,0.9955,3.07,0.49,10.4,6
White,6.6,0.29,0.27,1.66,0.037,20.0,120.0,0.993686,3.04,0.59,11.4,5
White,7.9,0.3,0.36,14.72,0.05,58.0,177.0,0.99343,3.21,0.69,8.6,6
White,7.2,0.2,0.44,14.28,0.037,45.0,110.0,0.989909,3.1,0.52,9.3,7
White,7.1,0.49,0.42,5.69,0.048,29.0,204.0,0.996083,3.05,0.49,9.0,5
Red,10.6,0.42,0.33,2.28,0.081,5.0,27.0,0.995227,3.56,0.8,11.3,6
White,6.1,0.3,0.62,2.2,0.038,40.0,108.0,0.995342,3.16,0.44,12.7,6
White,7.3,0.4,0.47,5.02,0.026,39.0,131.0,0.996954,3.49,0.59,11.1,7
White,5.8,0.28,0.19,1.81,0.03,35.0,104.0,0.99243,3.13,0.43,9.0,5
White,5.7,0.24,0.27,2.4,0.033,38.0,101.0,0.992739,3.17,0.38,11.5,6
White,7.7,0.27,0.36,10.62,0.021,18.0,155.0,0.992694,3.03,0.56,10.9,6
White,6.9,0.24,0.22,1.36,0.036,18.0,128.0,0.990941,3.18,0.54,10.4,8
Red,6.4,0.34,0.58,1.61,0.052,5.0,9.0,0.993048,3.09,0.38,9.4,5
White,6.9,0.56,0.16,1.46,0.043,27.0,53.0,0.993782,3.27,0.53,11.1,4
White,8.6,0.17,0.23,3.05,0.08,20.0,153.0,0.998271,2.93,0.5,9.4,5
White,6.6,0.44,0.44,17.33,0.043,70.0,187.0,0.996735,3.29,0.53,9.2,6
White,7.4,0.48,0.32,8.02,0.044,6.0,162.0,0.99139,3.07,0.56,10.9,6
Red,7.3,0.6,0.33,1.6,0.028,23.0,26.0,0.996911,3.39,0.78,11.0,6
White,6.5,0.31,0.24,8.91,0.045,25.0,125.0,0.992854,3.14,0.43,9.8,6
Red,9.8,0.45,0.49,2.67,0.058,5.0,109.0,0.996977,3.32,0.48,9.5,6
