Color,fixed acidity2,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
White,5.0,0.275,0.29,0.7,0.051,19.0,141.0,0.9939,3.46,0.51,9.0,5
Red,6.9,0.51,0.04,1.8,0.077,10.0,26.0,0.9955,3.33,0.69,11.8,5
White,6.3,0.31,0.17,8.3,0.036,31.0,186.0,0.99584,3.12,0.55,9.5,5
White,7.1,0.44,0.21,12.6,0.048,44.0,207.0,0.9982,3.18,0.51,9.3,5
White,7.2,0.17,0.38,1.3,0.033,29.0,75.0,0.99072,3.15,0.55,10.8,6
White,7.5,0.17,0.42,1.1,0.046,50.0,157.0,0.9938,3.18,0.69,10.2,5
White,8.4,0.17,0.28,1.5,0.057,13.0,82.0,0.9924,2.94,0.48,10.2,6
White,6.5,0.29,0.26,5.2,0.038,53.5,189.0,0.9966,3.27,0.38,9.4,4
Red,9.3,0.29,0.49,2.5,0.104,13.0,38.0,0.99506,3.24,0.59,12.8,7
Red,7.2,0.38,0.3,1.9,0.064,7.0,29.0,0.9956,3.39,0.95,10.6,6
White,6.4,0.28,0.29,10.2,0.035,37.0,110.0,0.9963,3.37,0.34,9.5,8
Red,5.3,0.44,0.04,1.2,0.036,27.0,59.0,0.99196,3.58,0.78,11.4,6
White,7.1,0.35,0.49,15.2,0.049,47.0,237.0,0.999,3.26,0.44,9.5,5
Red,7.8,0.79,0.34,2.4,0.076,31.0,64.0,0.99616,3.29,0.69,9.9,5
Red,10.1,0.69,0.41,1.9,0.056,6.0,13.0,0.99706,3.27,0.75,11.2,7
White,5.6,0.18,0.18,1.1,0.027,23.0,117.0,0.99138,3.2,0.54,10.4,6
White,7.0,0.28,0.37,15.2,0.059,32.0,192.0,0.99836,3.21,0.56,9.3,5
White,7.1,0.17,0.3,11.8,0.056,38.0,135.0,0.9979,2.93,0.54,8.7,5
White,7.3,0.23,0.33,1.6,0.058,41.0,70.0,0.99216,3.23,0.7,11.4,7
White,6.3,0.2,0.4,1.2,0.063,50.0,161.0,0.99276,3.39,0.61,11.3,7
White,7.0,0.16,0.32,1.0,0.039,27.0,75.0,0.9907,3.07,0.36,11.0,7
White,4.4,0.37,0.33,1.2,0.037,17.0,98.0,0.9926,3.2,0.49,10.3,5
White,7.2,0.37,0.22,10.8,0.031,38.0,79.0,0.9946,3.12,0.38,13.0,7
Red,9.9,0.72,0.23,2.0,0.084,21.0,37.0,0.9978,3.33,0.55,9.3,5
White,7.3,0.205,0.28,1.0,0.036,51.0,161.0,0.9907,3.27,0.3,11.2,6
White,6.9,0.32,0.24,10.3,0.053,31.0,114.0,0.9943,3.12,0.5,10.8,6
Red,6.8,0.76,0.01,1.9,0.059,16.0,38.0,0.9974,3.43,0.62,9.5,5
White,6.1,0.32,0.16,7.0,0.048,37.0,184.0,0.99434,3.29,0.52,9.4,5
White,7.5,0.42,0.29,1.6,0.03,15.0,106.0,0.992,3.04,0.46,10.3,6
White,7.4,0.12,0.34,1.4,0.032,23.0,45.0,0.99102,3.44,0.46,11.8,5
Red,7.0,0.54,0.01,1.8,0.079,10.0,31.0,0.9962,3.39,0.62,10.6,5
White,6.6,0.25,0.36,1.2,0.035,20.0,80.0,0.99144,3.13,0.42,11.9,6
White,6.4,0.33,0.33,1.5,0.038,39.0,156.0,0.9958,3.32,0.48,9.8,6
White,6.0,0.2,0.28,1.9,0.04,45.0,142.0,0.98941,3.08,0.36,12.2,6
White,5.4,0.3,0.16,4.4,0.033,50.0,183.0,0.9934,3.58,0.44,10.2,5
White,7.8,0.2,0.49,1.0,0.03,25.0,63.0,0.992,3.24,0.46,10.0,6
Red,12.8,0.51,0.42,2.6,0.071,9.0,21.0,0.99949,2.96,0.81,10.9,5
White,7.0,0.25,0.18,15.4,0.056,53.0,172.0,0.9999,3.25,0.59,9.5,6
White,7.4,0.22,0.21,10.6,0.042,74.0,183.0,0.9978,3.09,0.36,9.2,6
White,7.1,0.25,0.34,12.4,0.04,57.0,187.0,0.99892,3.33,0.5,9.0,6
White,7.1,0.24,0.27,17.9,0.053,33.0,142.0,0.9996,3.16,0.37,9.0,5
White,8.1,0.1,0.48,10.8,0.05,63.0,155.0,0.9989,3.67,0.76,9.7,6
White,7.0,0.34,0.3,14.4,0.055,63.0,284.0,0.9986,3.18,0.46,9.0,5
Red,6.9,0.54,0.0,4.5,0.083,33.0,73.0,0.99725,3.61,0.75,10.6,6
Red,5.2,0.7,0.2,1.8,0.044,16.0,40.0,0.9946,3.77,0.6,12.3,6
White,6.5,0.32,0.32,7.6,0.041,30.0,119.0,0.9916,2.98,0.26,12.1,5
Red,8.2,0.53,0.39,2.6,0.075,12.0,86.0,0.99648,3.28,0.81,12.0,5
White,7.1,0.22,0.31,2.9,0.044,15.0,117.0,0.99184,3.09,0.56,11.0,6
White,7.8,0.3,0.2,6.4,0.026,24.0,19.0,0.99102,3.29,0.68,12.3,7
White,8.0,0.24,0.37,3.8,0.031,26.0,128.0,0.9916,2.93,0.31,11.3,7
White,6.0,0.22,0.32,16.9,0.039,37.0,157.0,0.9992,3.34,0.46,9.0,6
White,6.9,0.19,0.33,6.3,0.036,29.0,134.0,0.9945,3.21,0.45,10.8,7
Red,14.3,0.615,0.44,4.4,0.211,17.0,64.0,1.0032,2.95,0.74,9.1,5
Red,7.3,0.42,0.17,2.4,0.077,15.0,41.0,0.99614,3.51,0.59,11.0,4
Red,10.6,0.25,0.49,2.7,0.079,19.0,30.0,0.9988,3.11,0.66,10.5,6
White,7.8,0.42,0.32,15.55,0.036,60.0,225.0,0.9994,3.16,0.63,9.0,6
White,7.6,0.31,0.22,3.8,0.034,20.0,154.0,0.99116,3.01,0.33,11.6,8
Red,7.3,0.47,0.3,1.8,0.053,21.0,36.0,0.996,3.16,0.57,9.3,4
White,6.3,0.26,0.51,5.3,0.049,33.0,151.0,0.9919,3.17,0.74,12.1,8
Red,6.7,0.6,0.04,2.5,0.075,27.0,32.0,0.99681,3.51,0.67,9.8,5
White,7.0,0.25,0.3,9.4,0.018,23.0,112.0,0.99205,3.28,0.35,12.4,8
White,8.2,0.28,0.33,1.3,0.03,42.0,88.0,0.9908,2.93,0.6,11.3,7
White,7.4,0.24,0.39,3.8,0.056,42.0,113.0,0.9947,3.09,0.5,10.8,5
White,6.1,0.28,0.24,1.2,0.032,20.0,93.0,0.99132,3.17,0.46,10.4,6
White,7.1,0.3,0.49,14.4,0.05,28.0,161.0,0.9977,3.16,0.49,9.3,6
White,7.2,0.19,0.74,1.2,0.028,28.0,127.0,0.992,3.03,0.43,10.2,7
White,8.3,0.33,0.32,1.4,0.033,22.0,111.0,0.9906,2.97,0.32,12.2,6
Red,7.6,0.53,0.23,1.9,0.094,29.0,58.0,0.9972,3.31,0.53,9.6,5
White,5.8,0.435,0.21,16.25,0.05,26.0,110.0,0.99842,3.27,0.48,8.9,5
White,7.4,0.32,0.14,5.2,0.084,45.0,73.0,0.9984,3.27,0.52,9.2,5
White,6.4,0.4,0.34,1.2,0.043,37.0,150.0,0.99384,3.35,0.52,10.2,6
White,5.4,0.33,0.36,3.7,0.033,29.0,95.0,0.9892,3.56,0.41,12.8,7
Red,12.5,0.37,0.49,2.0,0.072,6.0,8.0,0.9978,3.19,0.6,11.3,6
Red,5.1,0.64,0.08,1.8,0.081,19.0,64.0,0.99358,3.67,0.95,12.3,6
White,8.0,0.22,0.49,8.0,0.042,25.0,109.0,0.99415,3.2,0.42,10.9,6
White,7.7,0.23,0.32,9.9,0.044,47.0,161.0,0.9991,3.22,0.7,9.2,5
White,7.4,0.27,0.36,2.35,0.04,45.0,133.0,0.9927,3.01,0.41,10.2,5
White,7.8,0.18,0.34,1.3,0.047,33.0,144.0,0.9913,3.15,0.38,11.4,7
Red,9.8,0.36,0.3,1.4,0.066,9.0,9.0,0.99516,3.34,0.46,11.8,6
White,6.3,0.25,0.21,3.1,0.03,14.0,99.0,0.9902,3.27,0.38,11.4,7
White,6.9,0.28,0.3,2.8,0.058,32.0,131.0,0.992,3.21,0.51,11.2,6
White,7.4,0.15,0.33,16.8,0.064,22.0,132.0,0.9998,2.96,0.36,9.0,6
Red,8.1,1.0,0.3,2.4,0.085,11.0,31.0,0.9981,3.4,0.69,10.0,6
White,8.2,0.2,0.28,2.7,0.037,39.0,105.0,0.99205,3.16,0.49,11.0,6
White,7.0,0.38,0.42,6.0,0.04,52.0,189.0,0.99388,3.22,0.29,9.5,5
Red,7.9,0.7,0.26,10.7,0.166,18.0,92.0,0.9963,3.14,0.49,9.4,5
Red,7.2,0.63,0.14,2.6,0.076,15.0,20.0,0.99684,3.46,0.76,10.4,6
White,6.2,0.28,0.4,2.0,0.052,30.0,101.0,0.99059,3.23,0.55,12.4,6
Red,7.6,0.61,0.02,2.5,0.063,17.0,80.0,0.99729,3.36,0.56,9.2,5
Red,6.7,0.59,0.09,2.2,0.073,18.0,30.0,0.99435,3.13,0.56,9.8,5
White,7.1,0.16,0.3,12.8,0.055,55.0,162.0,0.9978,3.4,0.39,10.7,7
White,5.8,0.24,0.23,4.5,0.044,12.0,158.0,0.9927,3.36,0.44,10.1,5
White,6.2,0.23,0.29,12.3,0.049,50.0,147.0,0.99454,3.14,0.35,11.0,6
White,7.0,0.29,0.49,8.9,0.036,21.0,128.0,0.99248,3.08,0.36,11.5,5
White,7.6,0.19,0.49,17.8,0.05,53.0,174.0,0.9998,3.15,0.53,9.0,6
White,6.4,0.21,0.24,7.8,0.048,59.0,171.0,0.9958,3.14,0.47,9.4,5
White,9.0,0.33,0.2,1.1,0.041,9.0,153.0,0.9922,2.89,0.46,9.8,4
White,6.1,0.25,0.42,10.0,0.042,26.0,133.0,0.99659,3.52,0.4,9.8,5
White,7.0,0.24,0.14,19.0,0.054,31.0,160.0,0.99844,3.04,0.43,8.8,5
White,6.9,0.14,0.37,12.8,0.039,32.0,129.0,0.99785,3.1,0.75,9.2,7
Red,7.8,0.42,0.06,5.7,0.067,9.0,18.0,0.99625,3.47,0.54,11.8,7
White,8.1,0.23,0.29,14.1,0.036,45.0,198.0,0.99668,2.88,0.39,10.0,6
White,6.9,0.35,0.17,1.3,0.058,10.0,117.0,0.99202,3.16,0.47,9.5,4
White,5.0,0.17,0.22,0.8,0.021,40.0,119.0,0.99068,3.38,0.59,11.3,7
White,5.8,0.35,0.18,10.8,0.039,22.0,115.0,0.9958,3.36,0.46,10.5,7
White,7.0,0.29,0.22,1.7,0.043,31.0,71.0,0.991,2.94,0.36,11.5,5
White,7.7,0.31,0.28,4.9,0.022,14.0,101.0,0.99132,3.19,0.38,11.4,6
White,8.1,0.21,0.81,12.3,0.059,38.0,150.0,0.9984,3.13,0.41,8.6,5
White,7.8,0.33,0.46,1.1,0.041,19.0,41.0,0.9928,3.2,0.45,10.4,5
Red,12.1,0.43,0.44,4.4,0.102,6.0,16.0,1.0004,3.08,0.59,11.4,6
White,7.5,0.37,0.42,6.4,0.048,54.0,172.0,0.9915,3.09,0.44,12.0,6
White,7.2,0.37,0.42,10.6,0.056,21.5,175.0,0.99726,3.06,0.49,9.2,4
White,5.7,0.26,0.45,0.9,0.037,26.0,88.0,0.99159,3.28,0.4,10.53333333,5
White,6.0,0.33,0.21,4.8,0.04,29.0,153.0,0.9957,3.28,0.6,9.2,5
White,7.5,0.45,0.52,12.7,0.053,44.0,174.0,0.9972,3.04,0.49,8.9,7
White,6.3,0.22,0.35,8.8,0.054,42.0,215.0,0.996,3.32,0.43,8.9,6
Red,10.9,0.2,0.66,1.8,0.062,3.0,20.0,0.9956,3.17,0.66,11.0,6
White,7.2,0.26,0.36,1.8,0.039,5.0,208.0,0.99443,3.16,0.45,9.7,3
White,6.5,0.48,0.32,4.0,0.051,25.0,217.0,0.9924,3.22,0.34,10.0,5
White,7.1,0.495,0.32,6.9,0.047,36.0,132.0,0.9955,3.16,0.5,8.8,6
White,6.2,0.18,0.26,4.4,0.037,17.0,77.0,0.9907,3.08,0.44,12.2,7
Red,7.3,0.45,0.41,2.6,0.096,27.0,111.0,0.99735,3.33,0.67,9.5,6
Red,11.5,0.23,0.34,2.3,0.089,17.0,37.0,0.99786,3.15,0.72,10.2,6
White,6.7,0.34,0.29,5.5,0.063,57.0,197.0,0.9948,3.22,0.61,9.1,5
White,7.1,0.32,0.31,3.3,0.072,4.0,10.0,0.99432,3.02,0.38,12.1,3
White,6.5,0.34,0.29,3.9,0.026,29.0,94.0,0.99095,3.26,0.54,11.3,6
White,7.3,0.17,0.26,12.6,0.054,14.0,172.0,0.99796,3.1,0.42,9.8,5
White,6.9,0.31,0.24,7.9,0.034,31.0,173.0,0.9938,3.34,0.42,12.2,7
White,6.0,0.14,0.25,1.6,0.043,56.0,144.0,0.994,3.21,0.37,9.8,6
White,6.6,0.24,0.51,16.3,0.05,35.0,191.0,0.99984,3.3,0.54,8.7,5
White,6.8,0.19,0.28,15.5,0.054,19.0,142.0,0.99826,2.99,0.47,9.0,7
White,7.7,0.44,0.15,8.1,0.028,19.0,115.0,0.991,2.99,0.33,12.2,6
White,6.8,0.22,0.26,1.8,0.04,33.0,103.0,0.9911,3.32,0.38,11.9,7
White,7.7,0.29,0.28,2.1,0.05,24.0,134.0,0.9963,3.22,0.57,10.0,4
Red,10.9,0.41,0.36,1.6,0.065,9.0,30.0,0.99777,3.15,0.76,10.5,6
White,7.3,0.18,0.56,1.1,0.032,9.0,87.0,0.9915,2.95,0.45,10.8,5
White,8.0,0.24,0.26,2.2,0.05,118.5,259.0,0.9936,3.22,0.59,11.2,3
White,5.6,0.225,0.24,1.0,0.027,23.0,105.0,0.9895,3.31,0.36,12.4,6
Red,7.1,0.72,0.06,6.1,0.089,6.0,11.0,0.99544,3.38,0.43,10.9,3
White,6.4,0.22,0.28,12.1,0.04,38.0,126.0,0.99436,3.14,0.33,10.0,6
White,7.4,0.16,0.31,15.2,0.046,46.0,177.0,1.00003,3.0,0.61,9.1,5
White,6.3,0.18,0.34,1.3,0.033,30.0,81.0,0.98966,3.34,0.36,12.5,6
White,9.6,0.26,0.49,6.6,0.104,30.0,97.0,0.9992,3.18,1.07,10.0,5
White,6.9,0.28,0.24,17.8,0.045,58.0,180.0,0.99986,3.0,0.5,9.2,5
White,6.5,0.29,0.49,5.45,0.04,53.0,180.0,0.994,3.19,0.41,10.0,6
White,6.3,0.37,0.28,4.9,0.032,38.0,107.0,0.99078,3.16,0.63,12.0,8
Red,7.5,0.54,0.01,3.1,0.095,13.0,39.0,0.99534,3.36,0.53,11.5,7
Red,6.1,0.32,0.63,7.1,0.052,67.0,203.0,0.99558,3.12,0.58,9.4,5
Red,7.2,0.65,0.18,1.9,0.035,13.0,61.0,0.9942,3.44,0.57,10.5,6
White,6.6,0.23,0.26,7.2,0.04,41.0,144.0,0.995,3.24,0.43,8.8,6
Red,6.9,0.14,0.33,2.3,0.044,24.0,57.0,0.99217,3.37,0.66,12.2,7
White,5.6,0.38,0.54,4.7,0.038,62.0,195.0,0.9922,3.11,0.6,10.9,7
White,6.7,0.35,0.3,8.1,0.055,50.0,178.0,0.99706,3.23,0.37,9.3,5
White,8.3,0.29,0.37,2.7,0.058,10.0,107.0,0.9916,3.14,0.52,12.5,6
Red,5.0,0.46,0.11,2.0,0.031,5.0,13.0,0.9904,3.78,0.56,12.8,3
White,8.4,0.3,0.39,1.6,0.067,6.0,71.0,0.9948,3.17,0.43,9.8,4
White,6.7,0.17,0.27,10.6,0.06,53.0,137.0,0.99604,3.12,0.4,10.6,7
White,7.1,0.1,0.24,1.1,0.034,41.0,102.0,0.99122,3.37,0.47,10.9,7
White,6.6,0.4,0.42,1.6,0.035,44.0,187.0,0.99254,3.32,0.46,11.0,5
Red,9.1,0.47,0.55,2.1,0.384,8.0,29.0,0.9989,3.26,0.58,9.8,5
White,6.3,0.34,0.18,2.2,0.033,29.0,125.0,0.98965,3.17,0.4,12.2,6
Red,11.9,0.34,0.54,2.5,0.091,9.0,12.0,0.9997,3.17,0.87,10.4,5
Red,7.3,0.54,0.34,1.95,0.099,28.0,55.0,0.9967,3.16,0.52,8.6,5
White,7.7,0.23,0.31,2.3,0.036,36.0,100.0,0.9915,3.21,0.46,11.5,7
White,6.3,0.17,0.28,13.8,0.045,35.0,139.0,0.99536,2.95,0.46,11.0,7
Red,8.2,0.6,0.15,2.1,0.096,12.0,88.0,0.99708,3.13,0.42,9.0,5
Red,7.8,0.76,0.21,2.0,0.089,18.0,59.0,0.9964,3.38,0.66,10.1,6
White,8.3,0.58,0.49,14.7,0.052,56.0,195.0,0.9996,3.09,0.6,9.0,4
White,6.7,0.12,0.41,7.6,0.043,53.0,183.0,0.9952,3.19,0.47,10.0,6
White,5.3,0.16,0.28,0.7,0.037,18.0,75.0,0.9914,3.55,0.52,11.2,6
Red,7.1,0.32,0.06,2.2,0.082,10.0,23.0,0.99519,3.32,0.85,10.9,7
White,6.6,0.29,0.26,3.4,0.039,23.0,144.0,0.99027,3.12,0.43,12.4,7
White,5.9,0.15,0.37,2.8,0.042,25.0,92.0,0.992,3.42,0.56,10.2,6
White,6.2,0.36,0.9,1.6,0.034,50.0,101.0,0.98989,3.25,0.53,13.0,6
White,9.2,0.27,0.22,1.2,0.034,19.0,63.0,0.9916,3.07,0.46,12.1,5
White,6.0,0.33,0.26,4.2,0.03,39.0,103.0,0.9911,3.37,0.63,12.4,6
White,6.7,0.15,0.22,2.6,0.029,19.0,91.0,0.992,3.38,0.47,10.8,6
White,7.2,0.24,0.49,11.4,0.05,85.0,205.0,0.9976,3.09,0.38,8.8,5
Red,10.3,0.33,0.29,2.0,0.088,22.0,97.0,0.99938,3.17,0.61,9.5,5
White,6.8,0.14,0.49,1.4,0.057,34.0,188.0,0.9922,3.27,0.47,10.6,6
White,5.8,0.3,0.27,6.0,0.041,20.0,108.0,0.99258,3.22,0.46,10.5,5
Red,6.3,0.61,0.12,2.1,0.087,14.0,28.0,0.996,3.31,0.48,9.5,6
Red,11.7,0.38,0.55,2.8,0.094,5.0,28.0,1.0001,3.08,0.63,9.7,6
White,6.4,0.32,0.55,11.0,0.036,41.0,126.0,0.99447,3.14,0.43,8.9,6
White,6.4,0.1,0.37,1.5,0.034,21.0,93.0,0.9936,3.41,0.49,10.9,8
White,6.4,0.3,0.26,5.0,0.03,37.0,119.0,0.98922,2.9,0.39,12.2,7
White,7.9,0.17,0.34,2.1,0.04,17.0,97.0,0.9909,2.96,0.46,11.0,6
White,6.8,0.315,0.38,6.2,0.047,35.0,106.0,0.9922,3.27,0.5,10.1,6
White,6.9,0.42,0.41,8.6,0.036,45.0,167.0,0.9957,3.11,0.37,9.2,6
Red,7.6,0.59,0.0,2.8,0.068,37.0,98.0,0.99542,3.16,0.55,9.5,6
White,6.7,0.15,0.33,4.8,0.039,16.0,100.0,0.99325,3.3,0.41,12.1,6
Red,10.7,0.42,0.66,2.5,0.074,3.0,22.0,0.9984,3.2,0.77,11.3,6
White,7.4,0.38,0.24,4.4,0.054,8.0,138.0,0.9946,3.14,0.42,9.6,5
White,6.8,0.33,0.41,6.2,0.031,36.0,129.0,0.9911,3.13,0.58,12.3,7
Red,6.1,0.35,0.22,3.1,0.08,47.0,157.0,0.99589,3.4,0.4,9.7,5
Red,6.4,0.905,0.0,1.9,0.077,4.0,19.0,0.99687,3.33,0.65,9.8,4
White,7.4,0.28,0.28,1.6,0.05,24.0,184.0,0.99709,3.43,0.54,9.5,5
White,6.4,0.36,0.32,1.5,0.049,20.0,99.0,0.9926,3.36,0.57,10.5,6
Red,6.7,0.745,0.02,3.0,0.097,9.0,29.0,0.99798,3.36,0.55,9.3,6
White,5.8,0.31,0.19,3.5,0.045,34.0,189.0,0.99211,3.33,0.41,10.4,5
White,5.9,0.47,0.0,2.2,0.047,18.0,67.0,0.9944,3.5,0.7,11.9,5
Red,12.5,0.385,0.48,3.6,0.079,21.0,41.0,0.9993,3.1,0.61,10.8,5
White,5.6,0.1,0.35,1.4,0.049,59.0,191.0,0.99493,3.39,0.48,9.8,5
White,7.4,0.31,0.36,2.3,0.054,19.0,142.0,0.99094,3.17,0.56,12.4,7
White,8.3,0.27,0.59,2.0,0.031,4.0,67.0,0.99369,2.93,0.59,10.0,5
White,7.4,0.31,0.4,9.0,0.032,39.0,137.0,0.9945,3.04,0.28,12.4,7
White,6.5,0.35,0.15,10.5,0.049,36.0,149.0,0.9959,3.11,0.4,9.3,5
White,6.9,0.27,0.31,18.1,0.049,42.0,171.0,1.0,3.28,0.57,9.1,5
Red,7.2,0.62,0.06,2.5,0.069,34.0,91.0,0.99718,3.36,0.53,9.8,5
Red,9.5,0.46,0.28,2.1,0.092,5.0,38.0,0.9981,3.21,0.5,9.6,5
White,7.9,0.4,0.32,2.5,0.054,20.0,134.0,0.99592,3.4,0.42,10.6,6
White,7.4,0.31,0.25,1.6,0.029,20.0,75.0,0.99036,3.21,0.42,11.7,5
White,6.5,0.32,0.28,19.0,0.049,31.0,162.0,0.99772,3.13,0.37,8.7,5
White,6.6,0.765,0.03,7.3,0.049,33.0,132.0,0.9951,3.32,0.57,10.2,5
Red,9.3,0.37,0.21,2.0,0.092,10.0,39.0,0.9962,3.38,0.65,10.4,6
White,5.8,0.22,0.31,4.2,0.039,29.0,84.0,0.9911,3.49,0.88,12.2,8
White,7.0,0.35,0.34,1.5,0.069,31.0,168.0,0.9928,3.2,0.42,10.7,5
White,7.3,0.36,0.23,13.7,0.055,58.0,136.0,0.99828,3.0,0.44,8.9,4
White,6.7,0.34,0.33,4.6,0.038,29.0,110.0,0.9913,3.32,0.61,12.6,7
Red,8.4,0.45,0.45,2.0,0.085,13.0,50.0,0.998,3.49,0.57,10.8,8
White,7.6,0.29,0.25,15.7,0.045,45.0,167.0,0.99796,3.17,0.55,9.6,5
White,8.5,0.625,0.3,2.9,0.049,25.0,125.0,0.99368,2.97,0.34,11.2,3
White,6.0,0.32,0.19,1.3,0.058,21.0,92.0,0.993,3.12,0.62,10.2,6
White,7.2,0.2,0.18,1.1,0.046,34.0,115.0,0.992,3.16,0.31,9.5,6
White,6.7,0.14,0.42,6.9,0.047,31.0,92.0,0.992,3.26,0.39,10.2,5
White,7.8,0.39,0.32,1.8,0.043,32.0,89.0,0.9904,2.99,0.67,12.0,7
White,8.8,0.18,0.4,1.1,0.042,15.0,66.0,0.9926,2.85,0.53,10.2,4
White,7.7,0.3,0.48,16.6,0.048,61.0,183.0,0.99922,3.25,0.53,9.0,5
Red,12.3,0.53,0.49,2.3,0.075,18.0,42.0,0.9999,3.08,0.51,10.2,5
Red,14.9,0.635,0.65,2.0,0.077,5.0,12.0,0.9999,3.04,0.57,9.9,6
White,6.9,0.23,0.29,1.0,0.037,38.0,111.0,0.9916,3.27,0.27,11.5,6
Red,6.6,0.1,0.27,1.8,0.106,25.0,142.0,0.99324,3.03,0.53,10.5,6
White,5.8,0.24,0.24,18.85,0.042,31.0,143.0,0.99862,3.08,0.46,8.8,6
White,8.2,0.35,0.39,1.4,0.042,28.0,140.0,0.99392,3.14,0.45,9.7,5
White,7.0,0.31,0.18,1.2,0.048,61.0,165.0,0.99294,3.16,0.46,9.8,5
White,6.6,0.22,0.31,1.6,0.026,13.0,62.0,0.9898,3.33,0.34,12.5,6
Red,11.3,0.17,0.49,2.0,0.068,7.0,20.0,0.9951,3.19,0.57,10.4,5
White,6.5,0.23,0.3,14.3,0.076,57.0,170.0,0.9987,2.96,0.43,8.7,5
White,6.9,0.24,0.52,1.1,0.157,33.0,107.0,0.99316,3.19,0.47,10.2,5
White,8.0,0.54,0.32,6.6,0.05,17.0,164.0,0.9944,3.26,0.31,11.4,7
Red,8.2,0.685,0.02,1.6,0.065,20.0,24.0,0.99538,3.18,0.43,9.4,4
Red,8.7,0.785,0.2,2.8,0.083,36.0,64.0,0.99755,3.48,0.64,10.4,5
White,5.2,0.26,0.29,3.6,0.023,57.0,102.0,0.99194,3.59,0.85,11.3,7
Red,7.8,0.46,0.21,2.3,0.166,10.0,38.0,0.99327,3.09,0.58,9.3,5
White,6.7,0.22,0.49,12.0,0.039,29.0,153.0,0.9968,3.28,0.46,9.6,6
White,6.4,0.17,0.28,4.6,0.047,7.0,78.0,0.9945,3.15,0.5,10.3,4
White,6.5,0.34,0.21,7.8,0.027,15.0,83.0,0.99286,3.08,0.41,10.9,6
White,6.3,0.13,0.28,14.4,0.032,77.0,183.0,0.99599,2.93,0.39,10.4,6
White,7.1,0.14,0.26,1.4,0.026,16.0,98.0,0.98984,3.1,0.46,12.4,6
Red,12.3,0.5,0.49,1.2,0.152,5.0,11.0,0.9981,2.9,0.76,9.6,5
Red,6.9,0.3,0.31,2.7,0.077,32.0,61.0,0.99643,3.23,0.57,9.5,6
Red,10.4,0.35,0.41,2.5,0.211,6.0,8.0,0.9978,3.19,0.56,11.0,6
White,7.8,0.17,0.28,1.9,0.042,29.0,114.0,0.99316,3.34,0.45,10.7,5
White,6.1,0.39,0.36,6.5,0.034,56.0,213.0,0.9951,3.51,0.61,9.7,6
Red,8.2,0.72,0.06,1.2,0.089,14.0,48.0,0.99685,3.17,0.49,9.4,5
White,6.5,0.23,0.24,1.6,0.036,32.0,109.0,0.98934,3.23,0.36,12.7,7
White,7.3,0.22,0.35,14.1,0.04,49.0,131.0,0.99638,3.16,0.39,10.8,6
White,6.8,0.3,0.31,2.7,0.042,16.0,123.0,0.99243,3.07,0.34,11.1,7
White,7.3,0.32,0.52,2.0,0.05,38.0,102.0,0.992,3.36,0.6,12.0,5
White,7.6,0.27,0.29,1.9,0.043,56.0,157.0,0.9937,3.28,0.55,11.2,7
White,6.1,0.26,0.48,11.75,0.051,57.0,207.0,0.995,3.01,0.45,9.4,5
White,7.6,0.26,0.69,10.9,0.039,51.0,161.0,0.9973,3.06,0.46,8.7,5
Red,6.6,0.77,0.09,2.1,0.067,38.0,28.0,0.99317,3.17,0.53,11.1,6
White,6.8,0.14,0.74,4.6,0.027,17.0,105.0,0.99338,3.11,0.38,9.9,5
White,7.3,0.27,0.34,1.4,0.037,23.0,181.0,0.9944,3.24,0.44,10.3,4
White,7.3,0.26,0.43,5.15,0.05,45.0,180.0,0.99398,3.29,0.41,10.2,5
White,6.9,0.2,0.43,18.35,0.055,58.0,194.0,0.99922,3.28,0.49,9.5,5
Red,10.7,0.605,0.26,2.0,0.114,16.0,84.0,0.9994,3.21,0.76,10.3,6
White,7.4,0.26,0.28,7.2,0.041,56.0,204.0,0.99595,3.16,0.5,9.4,5
Red,7.1,0.765,0.0,2.1,0.077,26.0,52.0,0.9996,3.51,0.83,9.2,5
White,7.3,0.32,0.34,2.8,0.043,25.0,138.0,0.9928,3.37,0.44,10.2,7
White,5.2,0.27,0.38,6.8,0.033,20.0,75.0,0.99007,3.27,0.6,14.0,7
White,6.5,0.19,0.36,3.8,0.051,55.0,144.0,0.99208,3.52,0.44,11.3,6
White,6.0,0.12,0.27,1.5,0.04,37.0,101.0,0.99174,3.31,0.49,10.0,7
Red,8.2,0.51,0.39,2.3,0.09,30.0,152.0,0.9956,3.42,0.62,11.6,6
White,6.7,0.15,0.33,8.05,0.04,41.0,196.0,0.99669,3.22,0.55,10.0,5
White,6.4,0.32,0.29,3.3,0.033,25.0,81.0,0.989,3.24,0.38,13.5,6
White,6.8,0.24,0.3,12.3,0.05,43.0,167.0,0.998,3.16,0.42,8.9,5
White,6.0,0.36,0.3,0.8,0.024,5.0,14.0,0.9918,3.39,0.38,10.5,5
White,8.3,0.27,0.49,1.3,0.044,39.0,123.0,0.9934,3.05,0.33,10.0,6
White,6.0,0.27,0.34,7.7,0.053,36.0,207.0,0.99582,3.12,0.56,9.4,5
White,6.2,0.33,0.44,15.6,0.055,61.0,222.0,0.99888,3.11,0.51,9.4,5
White,6.0,0.42,0.28,7.2,0.04,30.0,124.0,0.9952,3.11,0.31,9.4,5
