Company,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,LABEL
1708,0.0277,0.476107,-0.034714,0.833607,637.554224,0.047021,0.03135,-1.716697,1.679989,0.251476,0.05795,0.209948,0.066506,-0.06679,3288.996538,1.243194,2.271023,0.062381,-0.02314,33.182132,3.258098,0.029325,0.048326,-0.183615,0.284635,-0.368505,-18.094432,3.24919,4.96236,0.17983,-0.013842,2281.632689,4.987565,2.84232,0.006277,2.311143,6.675659,0.257227,0.007419,-0.47487,0.857487,-0.013109,64.234134,9.749333,-1.599705,3.042933,83.214377,-0.001404,-0.007685,3.910457,0.476392,-0.013548,4.599254,7.757337,1964.098617,0.028095,0.104798,0.973025,,45.201114,5.594865,56.394049,0.094121,63.522002,0.0
1709,-0.056162,0.356987,0.300866,-0.231904,-142.055453,,-0.15359,2.528376,2.058488,0.561556,0.053367,-2.854647,-0.09772,-0.070699,4095.906459,-1.331722,4.09464,-0.287824,0.086135,32.44951,1.769209,-0.016633,-0.021388,-0.535137,0.240239,0.819149,-249.645368,7.858187,4.339452,0.098178,0.061227,2381.007279,4.2283,2.918912,-0.115998,0.621326,,0.313027,-0.128941,0.994414,-0.570549,-0.023152,174.804679,32.536544,-0.172166,2.124844,-13.106023,-0.161311,-0.100862,0.706155,0.280466,0.476783,-3.343979,10.219304,3675.358368,-0.082868,-0.440275,1.081484,0.3877,12.924621,5.201654,253.44803,0.484348,5.757297,0.0
1710,0.043738,0.463803,0.287813,3.241729,-152.9973,0.177062,-0.019263,-3.321322,1.058913,0.528231,0.068636,0.872434,0.081939,-0.149074,2366.214167,0.323487,1.493306,-0.093835,-0.02884,29.336521,3.607402,0.045171,-0.017922,0.117094,0.462631,0.776677,57.201364,2.01954,6.207623,-0.082784,-0.022247,355.592482,0.038003,0.736828,0.090564,0.535802,24.320129,0.642815,0.032416,0.714088,1.460691,0.053801,55.491827,28.830235,0.16531,1.181742,217.598326,0.005103,0.040961,2.018238,0.253696,0.950007,-1.752988,-2.740149,3801.445021,0.042613,-0.469579,0.938452,,8.713434,5.556679,289.096771,3.530898,82.576146,0.0
1711,0.16688,-0.054033,0.454786,3.970046,507.466615,,0.257343,6.068247,1.239803,0.909619,0.280716,4.215075,0.289252,0.312159,-137.866669,2.64117,8.101387,0.663466,0.147371,79.148945,3.706317,0.37136,0.191939,0.907383,0.588292,1.545814,455.8973,7.487144,5.519833,0.142914,0.189034,1968.897106,4.994335,-0.030329,0.178663,1.253037,22.081081,0.963201,0.20598,0.615476,0.814469,0.271975,92.203571,45.955518,3.064661,-0.88604,85.950179,0.24676,0.157873,5.423079,0.136704,0.419549,-4.665531,2.011574,48003.332015,0.204699,0.63561,0.800056,,6.74008,4.038973,-6.466524,5.511978,58.390517,0.0
1712,0.122601,0.33734,0.702879,0.588399,12.335319,-0.262107,0.577306,1.955135,1.146952,0.266718,0.069016,1.116006,0.359454,0.161349,3251.321525,1.510976,3.381155,0.624483,0.128188,25.255374,3.473441,0.040524,0.321681,0.468017,0.915099,1.879109,,8.134098,4.566033,0.635955,0.323009,1877.452611,4.450544,8.734291,0.038096,1.527874,,0.595764,0.050185,6.106625,0.795786,0.016906,96.916648,45.179752,-0.771045,5.580358,77.121869,-0.026102,0.034423,1.738316,0.349103,0.539009,5.763394,-2.380337,3307.635629,0.043666,0.341112,1.00336,,12.531958,6.880518,236.794458,3.477511,70.51921,0.0
1713,-0.012452,1.484048,0.12556,1.036964,-243.27802,0.005147,-0.038701,-1.404327,3.927851,0.450059,-0.046599,-0.003749,0.041605,0.005835,-36151.110677,1.330942,2.087807,-0.106573,0.045342,144.652229,2.424133,0.007047,-0.040914,0.003149,-0.127973,0.353049,-11.516185,5.587004,3.939681,0.271328,-0.112749,1513.74861,-0.180428,2.301012,-0.009664,0.951056,54.97124,0.332995,-0.002291,1.194533,1.684111,0.068051,119.099884,39.88867,0.702687,1.402681,14.119383,0.002534,0.040284,0.158298,0.432246,0.441942,-7.316193,8.087426,-799.726464,0.0442,-0.404447,0.987696,3.138091,12.981009,9.786742,293.555647,7.606026,158.258861,0.0
1714,-0.126567,0.186531,0.572595,2.616261,87.567695,-0.240974,-0.147675,4.122441,1.60117,0.661102,0.002372,-0.821204,-0.121017,-0.176896,268.433195,0.751834,0.580975,-0.05566,0.064609,189.895258,0.726416,-0.037143,-0.065851,-0.219743,0.759851,-0.411765,-28.256363,4.817146,4.184641,0.178144,0.00325,516.346472,15.078014,5.193306,-0.178998,1.796456,4.765031,0.601874,-0.038978,-0.081329,-0.20488,-0.106593,141.052543,53.436484,-1.094689,0.761819,56.34874,0.065794,-0.122962,1.317306,0.151514,-0.109374,-6.069546,2.650456,11746.790003,-0.065481,-0.211301,1.013476,,9.328935,6.671445,249.667926,6.546563,7.643353,0.0
1715,-0.064964,0.657615,-0.160053,3.41935,-259.188153,,-0.063211,-2.253928,0.982262,0.591045,0.003051,0.252914,0.091559,-0.125723,-7063.901202,-0.422261,3.940026,-0.147019,-0.054326,50.174007,0.830425,0.059279,0.006409,-0.027896,0.352924,0.250706,-251.532099,4.93973,4.993501,0.195391,0.030916,598.724492,3.749004,7.018159,0.091304,2.251513,,0.216586,0.024279,0.847756,1.036303,0.059175,67.481663,47.360467,-0.787627,-0.76793,74.116379,-0.065217,-0.032132,0.774365,0.631165,0.317909,-8.035191,8.911456,-14070.315763,0.045162,-1.546064,0.971246,,13.664589,10.679056,224.85673,5.676413,12.348221,0.0
1716,-0.382025,3.604952,-3.77887,2.409714,386.478439,-1.861923,-0.945358,-1.530678,2.040964,-2.824929,-0.488561,-0.625831,-0.168278,-0.234179,-809.399527,-0.819468,1.784538,-0.255224,-0.368686,8.820691,1.217802,-0.433129,-0.5592,0.422239,-2.373161,0.604479,87.119679,-22.004404,3.33002,1.364764,-0.052888,676.71076,3.390096,0.838734,-0.178372,1.135622,,-2.994834,-0.240938,0.488136,-0.59643,-0.213228,16.760145,7.181325,0.275428,-0.463234,26.682814,-0.244536,-0.384997,2.221176,2.337993,0.561669,-12.125776,-17.390441,-36765.739584,-0.229642,0.65221,1.114181,,,25.805453,907.694971,-0.377968,63.244792,1.0
1717,0.055747,0.770038,-0.102197,2.896346,177.921403,-0.058162,-0.072938,-2.716873,1.132826,0.305876,0.105601,1.337056,0.097615,-0.189681,1085.667785,1.208715,0.685948,-0.116461,0.15186,53.263775,1.40659,0.153318,0.03633,,0.518723,-0.161363,-29.842142,1.519511,3.489478,-0.160414,0.014132,225.876681,2.583044,3.797567,0.188769,1.296135,,0.570765,0.059211,-0.051209,0.950431,0.058669,81.7779,-0.979433,,-0.583599,88.990538,0.183961,-0.046136,3.386954,0.378903,0.195081,-6.14201,3.286164,-4526.272838,0.065183,0.481719,0.9113,0.34769,10.899085,12.863669,250.378033,1.182148,50.193837,0.0
1718,0.118578,0.225857,0.159578,1.736485,619.530661,0.388425,-0.008891,2.460093,1.123709,0.536369,0.174647,0.17011,0.096365,0.140885,2141.935008,0.991397,1.860567,-0.001948,0.097838,27.143785,-0.137909,0.182867,0.03366,0.12808,0.574036,-0.242507,-324.411613,1.197679,4.152221,-0.135109,0.056993,1016.549146,7.570182,1.173542,0.102327,2.022041,,0.655401,0.109239,-1.159794,0.220626,0.102676,82.346999,84.708591,0.235381,-0.207133,47.281286,0.108787,0.13546,3.440577,0.103943,0.296565,-6.551139,9.270108,12333.261527,0.088774,0.172666,0.963272,0.317596,14.511126,7.886706,224.872973,7.03661,-0.711377,0.0
1719,0.08686,0.479372,0.091773,1.466517,425.242327,0.229777,0.347872,4.394428,1.120585,0.873771,0.081928,0.659218,0.06614,0.357191,405.532046,0.635853,3.982299,0.150355,0.04196,46.15711,1.713058,0.145121,-0.005,0.218736,0.250211,0.246461,116.939536,-0.126167,4.207739,0.640851,-0.024468,1655.414467,6.381356,2.481889,0.128383,1.677364,-0.022995,0.581523,0.118619,0.97404,0.970811,0.175007,95.824461,89.616482,0.631625,1.557154,49.141968,0.104033,0.10729,1.883141,0.259224,0.363552,3.441705,4.67464,57.858651,0.094647,-0.2961,0.90235,0.51944,3.611371,3.142699,52.642127,4.998746,29.791428,0.0
1720,0.020883,0.421826,0.256568,-0.317626,662.337058,0.437228,0.013176,5.031927,1.034604,0.627447,0.065508,1.458836,0.117542,-0.025416,2805.196436,0.089137,2.294338,-0.077941,0.003339,14.343253,1.230627,0.028467,0.047064,0.34383,0.09414,0.083965,-197.553526,8.53332,5.391909,0.207565,0.023817,296.541368,3.937865,3.160281,0.091713,0.963426,36.12648,0.644214,0.007276,0.792445,0.055118,0.011389,71.205387,49.514756,-0.559177,0.236326,57.596168,-0.02054,-0.049356,3.51514,0.295925,-0.174911,-6.193015,-0.813786,622.418136,0.04239,-0.46389,1.002514,,2.873196,16.463375,307.678717,5.88652,10.255197,0.0
1721,0.041431,0.747094,0.109057,1.210469,155.651386,0.174014,0.26332,-2.815384,1.121434,0.381359,0.156102,0.399589,0.079074,-0.086665,2881.559989,1.359889,2.939831,0.184152,0.058072,19.189044,0.538179,0.1932,0.029265,0.182803,0.404856,0.100259,,2.797278,5.234315,0.00528,0.067446,1698.859274,1.56839,1.720266,0.081437,3.586333,,0.480097,0.084158,-0.651036,1.772702,0.075362,167.052065,54.802153,7.561669,1.395877,77.18586,0.134764,0.048381,2.552947,0.673692,0.267997,-6.676186,3.299707,27911.188945,0.062566,0.856466,0.908812,1.103234,14.524937,7.106243,228.808308,0.6122,-2.289913,0.0
1722,0.056142,0.546861,0.480466,2.257848,269.837568,,-0.184783,1.399604,1.039409,1.060203,0.107738,0.319785,0.060508,0.293812,2003.473865,0.936052,0.859794,-0.150475,-0.055474,18.294152,1.549714,0.036434,0.030425,0.316651,0.410262,-0.309326,-145.520571,6.712317,2.673211,-0.109641,0.039271,1986.996518,3.571087,-1.260985,0.031104,1.776877,,1.006475,0.038193,-0.447268,0.209542,0.070565,51.940117,34.53822,7.958423,0.50138,12.967639,0.052588,0.024718,2.781393,0.45422,0.041451,13.014354,1.756499,3617.00873,0.032433,-0.349108,0.940593,,117.322025,7.073959,-170.315583,7.653206,33.740864,0.0
1723,-0.002373,0.130428,0.401183,3.214527,1.435909,,-0.000444,2.388086,0.970341,0.654491,0.068382,0.627539,0.006568,-0.102969,2067.775353,0.386429,1.054079,-0.004469,0.02041,41.906429,0.005132,0.036477,0.024641,0.245981,0.660444,0.824756,-22.674842,-0.772128,4.497401,0.208682,-0.008324,647.505447,3.732966,13.616574,0.070712,1.281483,,0.535478,0.027188,2.176589,-0.388776,0.025944,162.120686,90.470833,-0.782755,0.806776,68.650013,-0.062312,0.046407,6.835173,0.050492,-0.214186,-4.189346,8.442991,3861.056446,-0.004,-0.37491,0.94221,0.094201,4.770411,7.924637,-40.738668,8.386612,59.055601,0.0
1724,0.051881,0.601584,0.238153,2.098831,621.278945,0.290021,0.075478,1.538124,1.05853,0.77668,0.081933,1.219052,0.086247,-0.146984,776.283972,0.330201,0.85951,-0.091808,0.046354,22.012184,3.586942,0.072739,-0.066353,0.4003,0.399341,0.367481,8.026766,7.722836,5.073976,0.04618,0.023,1195.754516,1.861009,6.746833,0.057853,0.98377,24.979984,0.759816,0.056588,0.011427,0.413398,0.037652,151.018384,103.094169,3.345416,2.470044,80.212749,0.011452,0.011111,3.249127,0.27337,0.521247,-6.015229,8.815208,3723.535061,0.080094,-0.135441,0.945957,,17.29836,2.466455,104.473056,11.778523,84.96815,0.0
1725,-0.059446,0.650573,0.241553,1.467226,185.181045,-0.286567,0.050091,1.408663,1.016572,0.702088,-0.003338,1.309553,0.091915,-0.182697,9697.289932,0.526721,2.597075,0.022119,0.096276,26.238547,4.106864,-0.030265,-0.072465,0.059473,-0.223684,0.905805,-276.529801,0.005698,4.207406,0.212644,0.051737,565.752239,7.398078,1.608669,-0.00047,1.124236,4.212398,0.55529,-0.009379,-1.348019,-0.687448,0.005758,203.640099,30.414389,-0.3413,1.727683,71.606647,-0.017116,-0.122241,2.6637,0.281213,-0.038299,-5.965325,8.173366,8003.639541,0.011261,-0.297741,1.002886,0.592408,33.597547,4.515777,-47.86192,4.478613,16.634378,0.0
1726,0.219772,0.367191,0.618935,6.818698,-13.144988,,0.349638,3.516721,2.162106,0.88682,0.199144,12.732739,0.164013,0.384798,-9.92329,0.007268,6.560615,0.145213,-0.01426,42.037599,1.756006,0.134491,0.080554,0.755358,0.855783,0.903725,-292.619327,-0.019498,3.529838,0.023997,0.188885,2331.77618,9.782574,9.021723,0.207468,1.382545,,0.710899,0.153098,0.429573,2.25876,0.172205,144.979355,71.25108,1.847739,1.431663,81.874823,0.215942,0.06035,0.843586,0.002083,0.445765,12.297812,7.66676,9741.366471,0.132136,1.052808,0.851649,,9.218461,4.756063,263.142148,7.262788,87.703903,0.0
1727,-0.018297,0.430226,0.201457,3.444817,434.306302,-0.146354,-0.053156,2.444207,1.063226,0.251826,0.105672,1.12947,0.096721,-0.015982,2586.553674,1.205452,2.878414,-0.000404,-0.026493,67.79364,0.11101,0.030065,0.017164,-0.007978,0.444557,1.087794,-259.443901,-1.354246,5.921721,-0.144353,0.014782,1571.15939,5.795499,9.960755,0.049972,1.700208,,0.459063,0.042541,0.081814,0.661882,0.012064,99.48865,52.719689,117.613416,3.157176,79.540365,0.013914,0.042808,0.370912,0.600447,0.318185,-5.232604,10.254675,19265.410675,0.031624,0.033598,0.98853,-0.176662,2.086946,4.288522,282.10172,4.163217,83.771812,0.0
1728,0.020934,0.569252,0.406356,1.607922,437.719933,,-0.01674,1.079527,1.228567,0.594664,0.132646,0.165153,0.109306,-0.044965,1974.240546,0.863097,3.824051,-0.121326,-0.010496,47.288775,3.749021,0.088572,-0.02308,-0.090162,0.80235,0.167672,,2.908952,4.288009,-0.156235,0.104316,2137.950536,9.14409,6.750549,0.0201,1.235525,,0.33836,0.043943,-0.22757,-0.557292,0.018911,45.667774,17.659952,-0.861286,-0.883134,69.296999,0.043422,-0.026394,3.920332,0.115679,0.539766,12.947923,10.496317,-1143.411616,0.01185,-0.307205,0.993503,0.089427,12.748499,3.400667,-131.946854,10.09636,75.140928,0.0
1729,0.521017,-0.022019,0.688363,11.590978,337.923404,,0.385047,2.87919,1.326616,0.687509,0.267276,3.407634,0.199505,0.308608,66.64815,2.045854,2.359116,0.198733,0.162542,47.073686,1.62501,0.293397,0.238837,0.611411,0.844772,1.556317,43.487453,5.890433,3.645256,-0.19747,0.141392,411.64327,9.39895,-0.932063,0.18154,1.313928,,1.051206,0.243999,-0.550133,-0.285863,0.178067,165.81658,172.26412,108.525659,4.76297,166.294234,0.327808,0.247114,8.729976,0.178987,-0.006445,26.712721,11.411296,8648.915581,0.213789,-0.024603,0.843906,,14.290913,5.120055,-42.651282,12.966208,4.847409,0.0
1730,0.044894,0.799797,0.100761,3.341764,230.317858,-0.062242,-0.16826,2.563375,0.768101,0.86376,-0.053729,-1.105686,0.07851,0.055776,5326.126688,0.983826,5.342039,-0.109482,-0.112286,60.859159,2.178265,-0.045264,0.066965,-0.06786,0.645437,0.826779,-236.181107,8.72157,5.077118,-0.044326,-0.063639,1796.967314,-0.378963,-0.184307,0.002286,0.563284,52.898219,0.336341,0.01712,3.731034,2.218454,0.153056,75.162333,62.750995,0.772863,0.443973,-4.481151,-0.034798,-0.106516,2.434348,0.202324,0.240839,-8.218,3.433817,936.36126,-0.085791,-0.336278,1.237196,,9.202788,6.305986,157.302856,4.018774,32.675882,0.0
1731,0.078553,0.4929,0.091566,0.975885,316.648512,,-0.09876,4.334753,2.048094,0.374697,0.046712,0.366798,0.054563,0.352612,1526.6955,1.213156,1.649118,-0.048166,-0.048155,18.668495,0.988345,0.138105,-0.084073,0.183567,0.439809,0.667582,117.041986,5.42528,3.487464,0.506094,0.035244,626.611734,5.619603,4.009243,0.086628,1.673913,,0.454237,0.084722,0.667363,1.986581,0.070653,126.115922,83.516293,-0.330745,1.044189,9.158112,0.050469,-0.037238,3.74,0.439953,0.464443,2.217087,-2.177794,-704.267078,0.06446,-0.08152,0.951385,0.032311,8.139382,8.567725,225.92316,4.656619,15.113328,0.0
1732,0.099427,0.178152,0.378067,0.152532,198.417684,0.100105,0.280333,1.421139,1.135457,0.719091,0.256443,0.301566,0.08114,0.182484,-114.300032,1.315665,1.241637,0.214474,0.087758,43.498439,3.266444,0.142146,0.070703,0.374031,0.518201,0.824923,-64.332562,3.116759,3.891208,0.460325,0.085811,2481.744636,9.750631,7.165083,0.162155,1.098927,,0.519521,0.086942,3.108471,0.254837,0.141583,127.37807,90.204763,10.370574,2.10682,-6.77086,0.085497,0.094779,0.59113,0.224121,-0.162007,-0.040456,68.902722,23104.01772,0.087799,-0.372388,0.900356,,41.936929,12.763248,97.195278,12.149801,10.081156,0.0
1733,-0.152027,0.946477,-0.533383,3.217813,-85.998553,-0.258449,-0.086112,-0.126947,1.785896,0.079431,0.089234,0.803786,0.065413,-0.165842,-13148.37796,0.065011,1.802447,-0.008105,-0.156362,46.706581,4.304274,-0.031,0.025948,0.072477,-0.662944,0.154072,-279.650689,-12.628313,5.578253,1.234919,-0.06292,682.383242,3.026893,-0.148936,0.299067,0.495929,60.617651,-0.296677,0.014446,-1.309322,2.161742,0.028683,60.180781,44.974836,0.209088,2.331973,-6.724367,0.129981,-0.035821,2.550605,0.853175,0.42642,-5.640115,7.57972,-9860.496144,-0.051672,-0.182019,1.057173,-0.142984,,22.501356,52.848483,0.692832,77.877012,0.0
1734,0.023773,0.184497,0.632607,4.368399,489.321246,0.056736,-0.077352,41.812367,3.345459,0.868282,0.090155,0.538076,0.055853,-0.172395,9049.905338,1.238679,0.412125,-0.059462,0.024769,139.931591,3.763159,0.00633,0.007997,0.251886,0.413349,1.086247,16.037181,5.863562,3.41636,0.528286,0.083735,1972.890083,36.0828,6.932227,0.036758,2.269514,,0.671603,0.01623,0.883693,-0.605686,0.006014,148.955545,5.012355,0.716844,1.725618,248.529438,-0.034057,0.020218,0.757808,0.13732,-0.264941,9.745703,6.918629,504.243631,0.032757,0.10968,0.017564,,15.068234,10.410966,156.620246,13.824689,68.549567,0.0
1735,0.08946,0.524954,0.142131,2.713941,101.588939,,-0.08269,-2.077098,1.744247,0.327696,0.05249,1.103138,0.049834,0.015041,7048.879772,0.606797,2.18166,-0.045849,-0.008551,101.924999,0.339427,0.031472,0.037963,0.198902,0.389539,-0.342318,-274.368034,4.220667,4.194863,0.542722,0.016423,616.359966,0.28819,0.035544,0.022471,0.425214,60.792287,0.483711,0.005502,-0.951402,2.126812,0.129292,134.966774,28.746708,0.722853,1.801663,136.38043,0.022978,0.022018,3.451184,0.331739,0.175952,4.388592,2.388588,3709.974373,0.116848,-0.382309,0.858624,0.855276,9.004489,1.996403,145.308538,3.865564,80.382207,0.0
1736,-0.165626,1.200436,-0.619133,2.550712,388.905837,-0.031015,0.094855,-0.906987,0.959804,-0.182387,-0.032509,-0.73632,-0.132499,-0.107346,-3250.507719,0.450774,3.587373,0.074481,-0.012047,,1.741279,-0.132143,-0.017611,-0.161995,-1.084495,0.62146,63.428567,0.366378,4.875872,-0.012713,-0.129062,400.885843,2.23807,2.110431,-0.040287,1.368687,62.554752,0.046508,-0.019559,-0.097477,1.24934,0.042866,307.008936,128.661235,0.279618,-0.359712,51.09346,-0.063634,-0.028392,3.92508,0.69811,0.979376,-5.745869,-134.654454,-1617.489371,-0.042278,-0.063788,1.146632,,6.691216,3.927481,998.382374,6.357661,-1.97011,1.0
1737,0.104786,0.056502,0.872631,3.826863,269.255714,0.095563,0.032108,4.804117,0.941446,0.640062,-0.001263,0.035476,0.073638,-0.114883,3739.46516,0.203981,7.447039,-0.191062,-0.042981,140.144984,0.449735,0.066296,0.017799,0.653559,0.877327,-0.359047,29.195658,,4.15731,0.279517,-0.172574,1213.985903,5.543551,21.732446,-0.073405,1.575799,,0.533638,-0.154806,-1.361864,1.661353,-0.008013,160.511259,83.319703,-1.244582,3.703748,35.183408,0.029583,0.00674,2.616122,0.312539,-0.052528,8.525988,15.147826,5559.472637,0.011057,0.21733,1.117296,,11.088681,3.405572,130.499398,11.857548,83.140492,0.0
1738,-0.161603,0.801338,-0.525902,1.505593,-579.682425,-3.270226,-0.11309,-1.674627,0.975536,0.060736,0.010571,0.64903,-0.063818,-0.186228,-3968.330702,0.294688,4.238085,-0.18305,-0.18687,72.150122,0.826952,-0.052385,-0.138747,-0.11416,-0.469665,-0.385315,124.532327,9.28124,2.726617,0.828783,-0.267583,92.88164,-0.642234,2.695959,0.038333,3.470825,,0.509181,-0.032892,0.652898,-1.615357,0.054147,42.235238,30.656447,-3.035334,1.92311,61.637146,-0.084223,-0.093965,4.005554,0.734372,0.979795,-7.111092,6.410264,-23566.581655,-0.056929,1.676731,1.124519,,13.930875,4.886035,165.453821,0.431303,83.958079,0.0
1739,0.116949,0.674158,-0.014015,0.046313,69.840042,,0.086918,1.178913,0.775906,0.619094,0.098462,0.454214,0.119933,0.091784,1398.007757,0.721699,1.333722,0.169431,0.146149,20.52073,2.571344,0.149512,0.206231,0.141762,0.183531,0.519058,-101.139035,6.768974,4.145982,0.512451,0.161613,1990.65448,5.134413,2.195903,0.20232,1.434172,41.285856,0.376302,0.178375,-1.075493,0.593201,0.151937,120.990181,52.105573,2.56075,-0.726753,-11.091709,0.012731,0.130669,1.45805,0.378348,0.039932,4.376896,2.038211,722.960385,0.095511,0.311364,0.917515,0.426733,3.94954,5.028773,257.455787,0.567899,79.33505,0.0
1740,0.118258,0.285491,0.110906,3.393915,463.009343,0.100479,0.360556,4.933544,1.151822,0.487378,0.168421,0.634395,0.272668,0.113056,2114.859857,1.972895,2.854236,0.250345,0.16694,13.41047,0.081696,0.165825,0.087558,0.395064,0.755508,0.637777,-196.783982,1.825587,4.276531,0.487812,0.172687,2365.910712,5.03102,-1.109581,0.107958,0.772494,7.837717,0.776342,0.142801,3.289197,0.325716,0.089724,187.543246,197.930915,-0.792357,1.467086,139.760555,0.135958,0.112794,3.468818,0.333757,-0.198687,2.486192,-0.652301,70917.198428,0.115063,-0.279508,0.863748,0.112565,10.091735,4.477572,183.064143,5.842845,8.685878,0.0
1741,-0.160382,0.441118,0.195018,0.052442,168.198927,-0.074327,-0.111762,3.150676,0.831952,0.87055,-0.062154,-0.823269,-0.125086,-0.392197,-1306.462586,-0.513051,3.822564,-0.364725,-0.043853,35.25739,0.553583,-0.139417,-0.142931,-0.13788,-0.053053,0.000132,22.124172,-2.099323,4.298152,0.624769,-0.067335,604.036343,6.942964,1.853877,-0.169654,0.966876,,0.586601,-0.05315,-1.073414,-0.396123,-0.121206,302.148039,24.965103,-1.326141,0.682466,-8.579267,-0.349503,-0.174855,1.737463,0.694131,1.603686,0.899026,5.227063,-459.25158,-0.191048,-0.843748,1.153127,0.467606,4.688506,7.563906,142.382355,7.54681,28.6966,0.0
1742,-0.152031,0.406763,0.277587,0.036078,147.362731,-0.655159,-0.496648,2.141222,0.720213,0.013432,-0.506774,-0.06822,0.050063,-0.122631,-1421.122557,-1.390937,2.262476,-0.013961,-0.945266,34.166879,1.379924,-0.189936,-0.95542,0.703652,0.757841,0.321391,-268.04529,2.520874,4.485306,0.120732,-0.907575,480.461961,3.39082,-0.985942,-0.008347,0.549684,,0.518641,-0.564257,0.31468,1.896625,-0.683524,614.721931,498.571494,-9.31348,3.168969,-2.064731,-0.034902,0.116259,2.338788,0.114545,0.050229,3.522879,0.619746,-825.66227,-0.542979,-0.474023,1.211498,-0.072657,57.462446,14.770397,23.078548,1.031538,67.05595,1.0
1743,0.089232,0.400229,0.259976,0.524918,585.651774,0.472256,0.252283,3.364185,0.671455,0.516085,0.172999,-0.083398,0.255547,-0.163653,945.922267,0.593963,7.621447,-0.091507,0.105623,68.09938,0.01863,0.074631,0.091732,0.331773,0.623861,-0.417632,36.078658,0.323811,3.82505,0.482321,0.107655,1956.894304,15.993203,2.675197,0.143292,1.396021,29.36166,0.754933,0.111173,-1.076847,-0.20048,0.161274,201.790881,70.36078,2.539185,2.701302,14.250515,0.087665,0.085853,3.236671,0.302305,-0.255668,-2.633726,-0.855748,4555.091514,0.114501,-0.206596,0.922296,,13.161379,5.751237,247.427047,6.8932,16.643334,0.0
1744,0.126822,0.434419,0.161577,1.591427,433.166793,-0.141318,0.26816,0.550781,1.924746,0.290824,0.020943,0.003037,0.128944,0.356863,1793.804327,0.991587,3.916373,0.23525,0.175537,109.50914,3.480114,0.235062,0.163625,0.131939,0.178511,-0.426469,-108.181347,8.305414,5.623274,0.430783,0.124646,910.984597,5.506359,1.966157,0.11804,1.261348,,0.754979,0.148816,-0.374236,0.443339,0.073124,163.754503,52.177266,-1.28945,1.069969,77.248637,0.117391,0.096679,1.757731,0.663919,0.462005,4.143565,8.457965,3488.844132,0.052237,0.430985,0.891892,0.128163,9.686898,5.001504,215.192944,6.997596,57.461417,0.0
1745,0.017985,-0.056065,0.710724,6.195392,344.363367,,0.112628,9.015238,1.10977,0.54623,0.116158,0.205184,0.092534,-0.022149,-531.457216,0.789258,11.166137,0.375652,0.251178,10.860184,0.086717,0.087405,0.109307,0.371969,0.784871,0.053124,-27.339346,14.79064,3.945537,0.173543,0.253422,-46.264967,-0.902126,0.795137,0.081787,1.836448,,0.745329,0.02625,25.257585,0.962445,0.004541,74.625283,114.216185,-0.875716,0.921911,-1.247085,0.13836,0.11345,5.930331,0.173739,0.229901,37.559651,4.319802,7513.253047,0.085712,-0.301067,0.919646,,10.498501,1.70571,180.016605,14.543457,138.42958,0.0
1746,0.090661,0.028934,0.201623,1.130126,-79.732378,,0.029968,7.215564,1.127784,0.490644,0.157072,1.002572,0.266723,0.270426,1712.961822,0.057756,0.312459,0.366754,0.044781,101.960411,0.039614,0.100871,-0.064443,-0.06689,0.591184,0.246694,-42.456715,0.389635,5.874391,0.265162,0.146614,2235.480505,7.026775,2.685874,0.191823,1.450925,,1.06859,0.13673,0.542759,1.2251,0.100664,200.999917,62.455287,0.819491,1.53114,66.582846,0.037503,0.003529,0.21155,0.265122,0.18201,0.313404,0.706663,1334.957489,0.122097,0.015096,0.818967,0.067723,3.748433,9.320747,253.375637,3.449402,65.256124,0.0
1747,0.24687,0.180918,0.099108,0.02999,-99.260226,,-0.157007,1.470958,1.196298,0.929314,0.13079,1.665833,0.255189,0.110357,2047.687254,1.465731,4.448974,0.351882,0.114935,83.394005,0.392578,0.160698,0.081335,0.094299,0.298296,1.286469,58.71033,-1.484682,4.508386,0.097314,0.222173,936.466721,14.928997,-1.247839,0.196073,1.311518,19.262899,0.271383,0.149136,-0.110133,2.280315,0.111735,158.357729,50.794337,-1.323767,2.018045,70.214448,0.179809,0.135591,1.165244,0.254212,0.540973,-5.075742,-1.7548,4008.680208,0.14603,0.981343,0.878466,-0.142098,16.757223,3.587631,278.069604,-1.48994,85.88395,0.0
1748,-0.013036,0.240153,0.182272,0.92926,456.530943,-0.080033,-0.194853,-0.755712,0.979052,0.363368,-0.019044,-0.337825,0.040228,0.038449,9959.545468,1.325009,2.252856,-0.154565,-0.019199,43.82408,3.202518,0.020875,-0.052277,-0.693237,-0.171003,0.233653,-197.477113,-0.197501,4.323684,0.061277,0.089512,1619.766857,3.249245,-0.613337,-0.007855,3.48092,4.035188,0.756959,0.014472,0.65254,0.798674,0.065414,161.618954,58.009029,-0.976616,-0.529162,-15.858839,-0.02576,0.046838,2.707875,0.162756,-0.057903,1.022579,0.030062,8068.953007,0.005231,-0.504667,1.006269,0.209702,7.769528,9.561856,43.729496,-0.502045,4.1337,0.0
